split,metric,k,value
train,cosine_mean,,0.010519739943796293
train,cosine_std,,0.04994304892635148
train,cosine_min,,-0.09896634170887882
train,cosine_max,,0.12395227168755482
train,l2_distance_mean,,73.31868952244787
train,l2_distance_std,,2.5592198640524244
train,l2_distance_min,,65.67221223528445
train,l2_distance_max,,80.01288493846126
train,absolute_delta_mean,,2.986984370549831
train,absolute_delta_std,,2.2569930665349944
train,absolute_delta_min,,0.0001878528855741024
train,absolute_delta_max,,16.265086857602
train,original_norm_mean,,0.43547167974391526
train,original_norm_std,,0.05032881173774303
train,original_norm_min,,0.3358296564388482
train,original_norm_max,,0.608395872683312
train,private_norm_mean,,73.32247525618638
train,private_norm_std,,2.5584474522249936
train,private_norm_min,,65.65113832636412
train,private_norm_max,,80.03711979541522
train,relative_l2_distance_mean,,170.54374247403175
train,relative_l2_distance_std,,20.077755136232245
train,relative_l2_distance_min,,120.2965723819065
train,relative_l2_distance_max,,235.0247987935381
train,private_to_original_norm_ratio_mean,,170.55129713983712
train,private_to_original_norm_ratio_std,,20.068591039438125
train,private_to_original_norm_ratio_min,,120.36714302493621
train,private_to_original_norm_ratio_max,,235.0209294167507
train,neighbor_overlap,5,0.048684210526315795
train,neighbor_overlap,10,0.07828947368421053
train,neighbor_overlap,20,0.13749999999999998
test,cosine_mean,,0.007278188364066903
test,cosine_std,,0.05407846586122165
test,cosine_min,,-0.13959034326764644
test,cosine_max,,0.12794563761557887
test,l2_distance_mean,,73.10615808019206
test,l2_distance_std,,2.5343177388836104
test,l2_distance_min,,66.67269080688935
test,l2_distance_max,,80.56907152107976
test,absolute_delta_mean,,2.9833661369073123
test,absolute_delta_std,,2.2437130272134103
test,absolute_delta_min,,0.00010956579353660345
test,absolute_delta_max,,17.02846810594201
test,original_norm_mean,,0.44208744484978685
test,original_norm_std,,0.07041193634569161
test,original_norm_min,,0.33330873483128737
test,original_norm_max,,0.8765038329515334
test,private_norm_mean,,73.10797469916172
test,private_norm_std,,2.536366108105079
test,private_norm_min,,66.66624939070827
test,private_norm_max,,80.60097326426146
test,relative_l2_distance_mean,,168.7093325972592
test,relative_l2_distance_std,,22.671772110155754
test,relative_l2_distance_min,,81.52053138658722
test,relative_l2_distance_max,,231.33598853057754
test,private_to_original_norm_ratio_mean,,168.7135927324103
test,private_to_original_norm_ratio_std,,22.67520647568478
test,private_to_original_norm_ratio_min,,81.54695339667147
test,private_to_original_norm_ratio_max,,231.32016338512955
test,neighbor_overlap,5,0.04507042253521127
test,neighbor_overlap,10,0.0704225352112676
test,neighbor_overlap,20,0.13802816901408452
