privacy_mode,epsilon,delta,sensitivity,dp_seed,task,classifier,train_fraction,metric,mean,std,n,baseline_mean,privacy_gain_vs_baseline,relative_attack_reduction,chance_level,attack_advantage_over_chance
none,,,,,gender,hist_gradient_boosting,1.0,f1_macro,0.7685450975807722,0.03006838623773025,5,0.7685450975807722,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.1,accuracy,0.652112676056338,0.06982137779124191,5,0.652112676056338,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.1,balanced_accuracy,0.652112676056338,0.06982137779124192,5,0.652112676056338,0.0,0.0,0.5,0.15211267605633805
none,,,,,gender,logistic_regression,0.1,f1_macro,0.6514272741589638,0.07017582849540649,5,0.6514272741589638,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.25,accuracy,0.7436619718309859,0.04580172546903973,5,0.7436619718309859,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.25,balanced_accuracy,0.7436619718309859,0.04580172546903974,5,0.7436619718309859,0.0,0.0,0.5,0.24366197183098592
none,,,,,gender,logistic_regression,0.25,f1_macro,0.7430680859823008,0.04576881447465605,5,0.7430680859823008,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.5,accuracy,0.7830985915492958,0.020771663667257245,5,0.7830985915492958,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.5,balanced_accuracy,0.7830985915492958,0.02077166366725723,5,0.7830985915492958,0.0,0.0,0.5,0.28309859154929584
none,,,,,gender,logistic_regression,0.5,f1_macro,0.782652177012108,0.02079388001867166,5,0.782652177012108,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.75,accuracy,0.8366197183098592,0.01526724182301322,5,0.8366197183098592,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,0.75,balanced_accuracy,0.8366197183098592,0.01526724182301322,5,0.8366197183098592,0.0,0.0,0.5,0.33661971830985915
none,,,,,gender,logistic_regression,0.75,f1_macro,0.8364291493378413,0.015110966342085603,5,0.8364291493378413,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,1.0,accuracy,0.852112676056338,0.0,5,0.852112676056338,0.0,0.0,nan,nan
none,,,,,gender,logistic_regression,1.0,balanced_accuracy,0.852112676056338,0.0,5,0.852112676056338,0.0,0.0,0.5,0.352112676056338
none,,,,,gender,logistic_regression,1.0,f1_macro,0.8521053414670436,0.0,5,0.8521053414670436,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.1,accuracy,0.5394366197183098,0.06856710673035543,5,0.5394366197183098,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.1,balanced_accuracy,0.5394366197183098,0.06856710673035542,5,0.5394366197183098,0.0,0.0,0.5,0.03943661971830981
none,,,,,gender,mlp,0.1,f1_macro,0.5047258773502968,0.09933858535278046,5,0.5047258773502968,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.25,accuracy,0.6309859154929578,0.09701966253123674,5,0.6309859154929578,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.25,balanced_accuracy,0.6309859154929578,0.09701966253123674,5,0.6309859154929578,0.0,0.0,0.5,0.1309859154929578
none,,,,,gender,mlp,0.25,f1_macro,0.618024855875843,0.1111423664001582,5,0.618024855875843,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.5,accuracy,0.7492957746478874,0.045801725469039725,5,0.7492957746478874,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.5,balanced_accuracy,0.7492957746478874,0.045801725469039725,5,0.7492957746478874,0.0,0.0,0.5,0.24929577464788744
none,,,,,gender,mlp,0.5,f1_macro,0.7471819135775497,0.04820606359136719,5,0.7471819135775497,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.75,accuracy,0.776056338028169,0.06996329130715376,5,0.776056338028169,0.0,0.0,nan,nan
none,,,,,gender,mlp,0.75,balanced_accuracy,0.776056338028169,0.06996329130715376,5,0.776056338028169,0.0,0.0,0.5,0.276056338028169
none,,,,,gender,mlp,0.75,f1_macro,0.7753855423457606,0.07011148576151587,5,0.7753855423457606,0.0,0.0,nan,nan
none,,,,,gender,mlp,1.0,accuracy,0.8380281690140844,0.04979625219623574,5,0.8380281690140844,0.0,0.0,nan,nan
none,,,,,gender,mlp,1.0,balanced_accuracy,0.8380281690140844,0.04979625219623567,5,0.8380281690140844,0.0,0.0,0.5,0.3380281690140844
none,,,,,gender,mlp,1.0,f1_macro,0.8371996629242509,0.0513050409714284,5,0.8371996629242509,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.1,accuracy,0.6492957746478873,0.08066378063817664,5,0.6492957746478873,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.1,balanced_accuracy,0.6492957746478873,0.08066378063817664,5,0.6492957746478873,0.0,0.0,0.5,0.14929577464788735
none,,,,,gender,random_forest,0.1,f1_macro,0.6478133328894363,0.08058553738738951,5,0.6478133328894363,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.25,accuracy,0.7380281690140846,0.04295197375204763,5,0.7380281690140846,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.25,balanced_accuracy,0.7380281690140844,0.04295197375204766,5,0.7380281690140844,0.0,0.0,0.5,0.2380281690140844
none,,,,,gender,random_forest,0.25,f1_macro,0.7371165322106112,0.043505720204103385,5,0.7371165322106112,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.5,accuracy,0.7859154929577465,0.033993009538442746,5,0.7859154929577465,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.5,balanced_accuracy,0.7859154929577465,0.033993009538442746,5,0.7859154929577465,0.0,0.0,0.5,0.28591549295774654
none,,,,,gender,random_forest,0.5,f1_macro,0.7843484339153923,0.034931647082158165,5,0.7843484339153923,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.75,accuracy,0.843661971830986,0.04465033094126018,5,0.843661971830986,0.0,0.0,nan,nan
none,,,,,gender,random_forest,0.75,balanced_accuracy,0.843661971830986,0.04465033094126018,5,0.843661971830986,0.0,0.0,0.5,0.343661971830986
none,,,,,gender,random_forest,0.75,f1_macro,0.8435243743136651,0.044632085701774606,5,0.8435243743136651,0.0,0.0,nan,nan
none,,,,,gender,random_forest,1.0,accuracy,0.8830985915492958,0.012792888820130266,5,0.8830985915492958,0.0,0.0,nan,nan
none,,,,,gender,random_forest,1.0,balanced_accuracy,0.8830985915492958,0.012792888820130228,5,0.8830985915492958,0.0,0.0,0.5,0.3830985915492958
none,,,,,gender,random_forest,1.0,f1_macro,0.8830104336362794,0.012818290786700404,5,0.8830104336362794,0.0,0.0,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.1,accuracy,0.39718309859154927,0.006298783035210692,5,0.39718309859154927,0.0,0.0,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.1,balanced_accuracy,0.25,0.0,5,0.25,0.0,0.0,0.25,0.0
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.1,f1_macro,0.14213131313131314,0.0016036447111362109,5,0.14213131313131314,0.0,0.0,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.25,accuracy,0.4084507042253521,0.0,5,0.4084507042253521,0.0,0.0,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.25,balanced_accuracy,0.25,0.0,5,0.25,0.0,0.0,0.25,0.0
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.25,f1_macro,0.145,0.0,5,0.145,0.0,0.0,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.5,accuracy,0.4098591549295775,0.025096520677754156,5,0.6830985915492958,0.2732394366197183,0.39999999999999997,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.5,balanced_accuracy,0.2551416256157636,0.014977665102880478,5,0.49931650246305426,0.24417487684729067,0.4890182392186363,0.25,0.00514162561576359
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.5,f1_macro,0.22744126574776663,0.014059535556496106,5,0.5117954945390155,0.2843542287912489,0.5556012739959199,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.75,accuracy,0.4098591549295774,0.021932973947038636,5,0.7225352112676056,0.31267605633802814,0.43274853801169594,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.75,balanced_accuracy,0.25492610837438423,0.013557726922720972,5,0.5917733990147782,0.336847290640394,0.5692166819279113,0.25,0.0049261083743842304
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,0.75,f1_macro,0.22961233043139678,0.012866947567734306,5,0.6154968501530319,0.3858845197216351,0.6269480008316729,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,1.0,accuracy,0.3957746478873239,0.02700040776433917,5,0.7352112676056339,0.33943661971831,0.4616858237547894,nan,nan
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,1.0,balanced_accuracy,0.2510036945812808,0.01634241267472799,5,0.6108743842364532,0.35987068965517244,0.589107513658448,0.25,0.0010036945812808007
dp,0.1,1e-05,1.0,13,age,hist_gradient_boosting,1.0,f1_macro,0.2315414206404725,0.017449389276796744,5,0.6311338412411722,0.3995924206006997,0.6331342014791524,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.1,accuracy,0.37183098591549296,0.03570082212855373,5,0.5690140845070422,0.1971830985915492,0.3465346534653464,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.1,balanced_accuracy,0.23189655172413795,0.022345992514360744,5,0.4486514778325123,0.21675492610837435,0.4831254031649304,0.25,-0.01810344827586205
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.1,f1_macro,0.20616129795031796,0.019924718426648454,5,0.43444934759161846,0.2282880496413005,0.5254652835982409,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.25,accuracy,0.37183098591549296,0.04574755427862455,5,0.7225352112676056,0.3507042253521126,0.48538011695906425,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.25,balanced_accuracy,0.23338054187192117,0.028206830254365996,5,0.6388115763546798,0.40543103448275863,0.6346645074848424,0.25,-0.01661945812807883
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.25,f1_macro,0.21143585782506147,0.02651610391356673,5,0.6338343087907917,0.42239845096573025,0.6664177768659575,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.5,accuracy,0.4028169014084507,0.04027036184646704,5,0.7563380281690141,0.35352112676056335,0.4674115456238361,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.5,balanced_accuracy,0.2521305418719212,0.027826163232412077,5,0.6707820197044334,0.4186514778325122,0.6241244778996649,0.25,0.0021305418719211877
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.5,f1_macro,0.23020658437392222,0.028178470132502378,5,0.6737220975793532,0.443515513205431,0.6583063176923513,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.75,accuracy,0.36197183098591545,0.024698137910915744,5,0.7985915492957747,0.43661971830985924,0.5467372134038802,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.75,balanced_accuracy,0.22713054187192122,0.014334176547410708,5,0.7527770935960592,0.525646551724138,0.6982764967157733,0.25,-0.02286945812807878
dp,0.1,1e-05,1.0,13,age,logistic_regression,0.75,f1_macro,0.21065732226488415,0.013428225537709254,5,0.7515059406431049,0.5408486183782208,0.7196864178018166,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,1.0,accuracy,0.3732394366197183,0.0,5,0.8380281690140844,0.4647887323943661,0.5546218487394957,nan,nan
dp,0.1,1e-05,1.0,13,age,logistic_regression,1.0,balanced_accuracy,0.23214285714285715,0.0,5,0.8134544334975369,0.5813115763546797,0.7146209454600506,0.25,-0.01785714285714285
dp,0.1,1e-05,1.0,13,age,logistic_regression,1.0,f1_macro,0.2132967607105538,0.0,5,0.8100400539985838,0.59674329328803,0.7366836866181352,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.1,accuracy,0.252112676056338,0.08127627068311837,5,0.3957746478873239,0.1436619718309859,0.3629893238434163,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.1,balanced_accuracy,0.22858990147783254,0.027690329398450033,5,0.330326354679803,0.10173645320197044,0.30798769689626243,0.25,-0.021410098522167464
dp,0.1,1e-05,1.0,13,age,mlp,0.1,f1_macro,0.1968816826749052,0.03952733871780561,5,0.31085324163840244,0.11397155896349725,0.3666410501714303,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.25,accuracy,0.2633802816901408,0.06029254871268731,5,0.5676056338028169,0.3042253521126761,0.5359801488833748,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.25,balanced_accuracy,0.25999384236453205,0.035740145056755976,5,0.4769458128078818,0.21695197044334974,0.45487760793224535,0.25,0.009993842364532046
dp,0.1,1e-05,1.0,13,age,mlp,0.25,f1_macro,0.22073243708432103,0.03354387340772114,5,0.4511119088301537,0.23037947174583265,0.5106925071946435,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.5,accuracy,0.2704225352112676,0.05841251085444428,5,0.7140845070422536,0.443661971830986,0.6213017751479291,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.5,balanced_accuracy,0.261243842364532,0.03691186222315843,5,0.5811206896551724,0.31987684729064036,0.5504482166698454,0.25,0.01124384236453202
dp,0.1,1e-05,1.0,13,age,mlp,0.5,f1_macro,0.22523731588498813,0.039167465000533135,5,0.5768129768978179,0.3515756610128297,0.6095141321258991,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.75,accuracy,0.2929577464788732,0.0757819777595189,5,0.7295774647887324,0.43661971830985924,0.5984555984555986,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,0.75,balanced_accuracy,0.22902709359605913,0.04110129655249337,5,0.6020073891625616,0.3729802955665025,0.6195609925741056,0.25,-0.020972906403940866
dp,0.1,1e-05,1.0,13,age,mlp,0.75,f1_macro,0.21803490513245874,0.03988897363020759,5,0.6026459708916809,0.3846110657592222,0.6382039942790091,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,1.0,accuracy,0.3605633802816901,0.06127165277227099,5,0.767605633802817,0.4070422535211269,0.5302752293577983,nan,nan
dp,0.1,1e-05,1.0,13,age,mlp,1.0,balanced_accuracy,0.25120073891625616,0.04749061634215635,5,0.6870628078817734,0.43586206896551727,0.6343846064223555,0.25,0.001200738916256161
dp,0.1,1e-05,1.0,13,age,mlp,1.0,f1_macro,0.24903957294833204,0.04591445431108978,5,0.6935305958387264,0.44449102289039444,0.6409104739681252,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.1,accuracy,0.4014084507042253,0.012197540898372383,5,0.6140845070422536,0.21267605633802827,0.34633027522935794,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.1,balanced_accuracy,0.25,0.007150384336510828,5,0.4295997536945813,0.1795997536945813,0.4180629810655468,0.25,0.0
dp,0.1,1e-05,1.0,13,age,random_forest,0.1,f1_macro,0.22179000155851103,0.0064139507649010295,5,0.409112603558202,0.18732260199969097,0.4578754122226442,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.25,accuracy,0.4225352112676056,0.024395081796744742,5,0.7394366197183099,0.31690140845070425,0.4285714285714286,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.25,balanced_accuracy,0.2617302955665025,0.01559687858630856,5,0.53935960591133,0.2776293103448275,0.5147387889304958,0.25,0.011730295566502513
dp,0.1,1e-05,1.0,13,age,random_forest,0.25,f1_macro,0.2256340202251752,0.020326875697503362,5,0.5562858676148486,0.33065184738967335,0.5943919603914948,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.5,accuracy,0.4380281690140845,0.04057707124193785,5,0.7380281690140845,0.30000000000000004,0.40648854961832065,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.5,balanced_accuracy,0.2723522167487685,0.02530312451542118,5,0.5306588669950739,0.2583066502463054,0.48676591745088704,0.25,0.022352216748768527
dp,0.1,1e-05,1.0,13,age,random_forest,0.5,f1_macro,0.24182869532515533,0.02288258177135756,5,0.5414738379549511,0.29964514262979575,0.5533880339657801,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.75,accuracy,0.4253521126760563,0.03939887529774468,5,0.7380281690140845,0.3126760563380282,0.4236641221374046,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,0.75,balanced_accuracy,0.2649630541871922,0.02422439736738768,5,0.5548275862068965,0.28986453201970436,0.5224407351504926,0.25,0.014963054187192182
dp,0.1,1e-05,1.0,13,age,random_forest,0.75,f1_macro,0.23512567745952798,0.021315108060643087,5,0.5768979583997791,0.34177228094025114,0.5924310806858665,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,1.0,accuracy,0.4295774647887324,0.02053152075649753,5,0.7352112676056338,0.30563380281690145,0.41570881226053646,nan,nan
dp,0.1,1e-05,1.0,13,age,random_forest,1.0,balanced_accuracy,0.2666256157635468,0.013174767974458223,5,0.5294704433497537,0.26284482758620686,0.49642965133858996,0.25,0.01662561576354682
dp,0.1,1e-05,1.0,13,age,random_forest,1.0,f1_macro,0.23513923330544867,0.01398144523762575,5,0.5500330647024414,0.31489383139699273,0.5724998215649908,nan,nan
