split,metric,k,value
train,cosine_mean,,0.08058420624457713
train,cosine_std,,0.051813558973677766
train,cosine_min,,-0.036543573516434245
train,cosine_max,,0.19986142035397844
train,l2_distance_mean,,5.7002047721433655
train,l2_distance_std,,0.19896805908270335
train,l2_distance_min,,5.105724886178682
train,l2_distance_max,,6.220648942705766
train,absolute_delta_mean,,0.23222486207897836
train,absolute_delta_std,,0.17547125752098605
train,absolute_delta_min,,1.4604534953832626e-05
train,absolute_delta_max,,1.2645388524979353
train,original_norm_mean,,0.43547167974391526
train,original_norm_std,,0.05032881173774303
train,original_norm_min,,0.3358296564388482
train,original_norm_max,,0.608395872683312
train,private_norm_mean,,5.719472901614269
train,private_norm_std,,0.19908159014121846
train,private_norm_min,,5.100335907147274
train,private_norm_max,,6.267537218111565
train,relative_l2_distance_mean,,13.259023872328495
train,relative_l2_distance_std,,1.5609569139044728
train,relative_l2_distance_min,,9.352527954142936
train,relative_l2_distance_max,,18.272141716855067
train,private_to_original_norm_ratio_mean,,13.30167789046347
train,private_to_original_norm_ratio_std,,1.548436848821634
train,private_to_original_norm_ratio_min,,9.471665564911062
train,private_to_original_norm_ratio_max,,18.293496520545578
train,neighbor_overlap,5,0.05
train,neighbor_overlap,10,0.07828947368421053
train,neighbor_overlap,20,0.1411184210526316
test,cosine_mean,,0.0786263099499096
test,cosine_std,,0.0545313248329006
test,cosine_min,,-0.0677054364391661
test,cosine_max,,0.19869892514558274
test,l2_distance_mean,,5.683681385253222
test,l2_distance_std,,0.19703202802148082
test,l2_distance_min,,5.183507659875661
test,l2_distance_max,,6.26388999981105
test,absolute_delta_mean,,0.23194356019579623
test,absolute_delta_std,,0.17443879287470745
test,absolute_delta_min,,8.518225513398647e-06
test,absolute_delta_max,,1.3238882757723331
test,original_norm_mean,,0.44208744484978685
test,original_norm_std,,0.07041193634569161
test,original_norm_min,,0.33330873483128737
test,original_norm_max,,0.8765038329515334
test,private_norm_mean,,5.701694998664754
test,private_norm_std,,0.20001697435637125
test,private_norm_min,,5.194998440161938
test,private_norm_max,,6.307580438789565
test,relative_l2_distance_mean,,13.116406584295722
test,relative_l2_distance_std,,1.7626302964946874
test,relative_l2_distance_min,,6.3378618037115695
test,relative_l2_distance_max,,17.985352940497616
test,private_to_original_norm_ratio_mean,,13.156404549073633
test,private_to_original_norm_ratio_std,,1.7612852384191087
test,private_to_original_norm_ratio_min,,6.436281459897854
test,private_to_original_norm_ratio_max,,17.99516469944124
test,neighbor_overlap,5,0.04788732394366198
test,neighbor_overlap,10,0.07112676056338027
test,neighbor_overlap,20,0.14366197183098592
