epsilon,gender_balanced_accuracy,gender_privacy_gain,gender_advantage_over_chance,age_balanced_accuracy,age_privacy_gain,age_advantage_over_chance,test_cosine_mean,test_l2_distance_mean,test_relative_l2_distance_mean,test_neighbor_overlap@10
0.5,0.5000810143390466,0.2553100803308116,8.101433904662115e-05,0.3308890146249148,0.2958123725922914,0.08088901462491478,0.0032858135917198,137.69746487791585,241.65469926172153,0.0029436981994855676
1.0,0.5006721035197743,0.2547189911500839,0.0006721035197742741,0.33069461656821814,0.29600677064898795,0.08069461656821819,0.007052111499291423,73.05335329869702,128.20632636126908,0.0029436981994855676
5.0,0.502562143165673,0.2528289515041851,0.0025621431656730766,0.335833761126089,0.2908676260911173,0.08583376112608888,0.032569399664447496,17.464594159065356,30.64981082187377,0.0030580165761646184
10.0,0.5092317360616926,0.2461593586081656,0.0092317360616926,0.34487035078729456,0.28183103642991164,0.09487035078729457,0.05879108036897054,9.788835654946675,17.179097221480653,0.00317233495284367
20.0,0.5230644404321514,0.2323266542377068,0.02306444043215142,0.36470647240911597,0.26199491480809023,0.11470647240911594,0.10164297134316692,5.679576048192652,9.967476475187361,0.003601028865390112
50.0,0.5634053624884582,0.19198573218140008,0.06340536248845813,0.4100904333754135,0.21661095384179266,0.16009043337541354,0.1927504234572423,2.96401113163932,5.201745865501197,0.006201771934838526
100.0,0.6053859544911869,0.1500051401786712,0.10538595449118703,0.45518004570995,0.17152134150725623,0.20518004570994997,0.2980634288916923,1.8638299580249384,3.270962674437168,0.014375535867390682
