epsilon,delta,sensitivity,dp_seed,split,metric,k,value
100.0,1e-05,1.0,2026,test,private_norm_min,,1.6732658350398377
100.0,1e-05,1.0,2026,test,private_norm_max,,2.2249831881943787
100.0,1e-05,1.0,2026,test,relative_l2_distance_mean,,3.270962674437168
100.0,1e-05,1.0,2026,test,relative_l2_distance_std,,0.5822960632426366
100.0,1e-05,1.0,2026,test,relative_l2_distance_min,,1.9214311884386175
100.0,1e-05,1.0,2026,test,relative_l2_distance_max,,5.992389979019514
100.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_mean,,3.423265901256199
100.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_std,,0.5582953140398514
100.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_min,,2.200794478153093
100.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_max,,6.052623128521542
100.0,1e-05,1.0,2026,test,neighbor_overlap,5,0.008288082309231209
100.0,1e-05,1.0,2026,test,neighbor_overlap,10,0.014375535867390682
100.0,1e-05,1.0,2026,test,neighbor_overlap,20,0.02307802229208345
20.0,1e-05,1.0,2026,train,cosine_mean,,0.10276309637811654
20.0,1e-05,1.0,2026,train,cosine_std,,0.05356572508935329
20.0,1e-05,1.0,2026,train,cosine_min,,-0.10689654970163232
20.0,1e-05,1.0,2026,train,cosine_max,,0.3022738477494788
20.0,1e-05,1.0,2026,train,l2_distance_mean,,5.6811409591948205
20.0,1e-05,1.0,2026,train,l2_distance_std,,0.20650535253577093
20.0,1e-05,1.0,2026,train,l2_distance_min,,4.954268461887054
20.0,1e-05,1.0,2026,train,l2_distance_max,,6.6093457002267675
20.0,1e-05,1.0,2026,train,absolute_delta_mean,,0.23144738031807663
20.0,1e-05,1.0,2026,train,absolute_delta_std,,0.17491022514335453
20.0,1e-05,1.0,2026,train,absolute_delta_min,,2.9802322387695312e-08
20.0,1e-05,1.0,2026,train,absolute_delta_max,,1.4989964291453362
20.0,1e-05,1.0,2026,train,original_norm_mean,,0.5873496396214581
20.0,1e-05,1.0,2026,train,original_norm_std,,0.09926824026493279
20.0,1e-05,1.0,2026,train,original_norm_min,,0.3025874329309691
20.0,1e-05,1.0,2026,train,original_norm_max,,1.0000000785710612
20.0,1e-05,1.0,2026,train,private_norm_mean,,5.712331767646082
20.0,1e-05,1.0,2026,train,private_norm_std,,0.20817861306706006
20.0,1e-05,1.0,2026,train,private_norm_min,,4.962906918239588
20.0,1e-05,1.0,2026,train,private_norm_max,,6.667680886904889
20.0,1e-05,1.0,2026,train,relative_l2_distance_mean,,9.954690960599514
20.0,1e-05,1.0,2026,train,relative_l2_distance_std,,1.7455829017749913
20.0,1e-05,1.0,2026,train,relative_l2_distance_min,,5.5149310055681795
20.0,1e-05,1.0,2026,train,relative_l2_distance_max,,19.282568021337013
20.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_mean,,10.006272697367727
20.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_std,,1.7372823073461645
20.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_min,,5.623796222178073
20.0,1e-05,1.0,2026,train,private_to_original_norm_ratio_max,,19.247170203792393
20.0,1e-05,1.0,2026,train,neighbor_overlap,5,0.0004001429081814934
20.0,1e-05,1.0,2026,train,neighbor_overlap,10,0.0009074669524830297
20.0,1e-05,1.0,2026,train,neighbor_overlap,20,0.0018220793140407289
20.0,1e-05,1.0,2026,test,cosine_mean,,0.10164297134316692
20.0,1e-05,1.0,2026,test,cosine_std,,0.05306931231528259
20.0,1e-05,1.0,2026,test,cosine_min,,-0.09793709469104667
20.0,1e-05,1.0,2026,test,cosine_max,,0.2816985205892434
20.0,1e-05,1.0,2026,test,l2_distance_mean,,5.679576048192652
20.0,1e-05,1.0,2026,test,l2_distance_std,,0.20780200705916377
20.0,1e-05,1.0,2026,test,l2_distance_min,,4.793978842063933
20.0,1e-05,1.0,2026,test,l2_distance_max,,6.394731311306233
20.0,1e-05,1.0,2026,test,absolute_delta_mean,,0.23145195323916504
20.0,1e-05,1.0,2026,test,absolute_delta_std,,0.17477577305012496
20.0,1e-05,1.0,2026,test,absolute_delta_min,,1.8440186977386475e-07
20.0,1e-05,1.0,2026,test,absolute_delta_max,,1.5107293017208576
20.0,1e-05,1.0,2026,test,original_norm_mean,,0.5867764179447457
20.0,1e-05,1.0,2026,test,original_norm_std,,0.09971744554259364
20.0,1e-05,1.0,2026,test,original_norm_min,,0.32245568233794636
20.0,1e-05,1.0,2026,test,original_norm_max,,1.0000000278559538
20.0,1e-05,1.0,2026,test,private_norm_mean,,5.710208329918106
20.0,1e-05,1.0,2026,test,private_norm_std,,0.20936259353575273
20.0,1e-05,1.0,2026,test,private_norm_min,,4.8300611212153015
20.0,1e-05,1.0,2026,test,private_norm_max,,6.418648953114133
20.0,1e-05,1.0,2026,test,relative_l2_distance_mean,,9.967476475187361
20.0,1e-05,1.0,2026,test,relative_l2_distance_std,,1.774407992659259
20.0,1e-05,1.0,2026,test,relative_l2_distance_min,,5.855102003139646
20.0,1e-05,1.0,2026,test,relative_l2_distance_max,,18.260375373093847
20.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_mean,,10.017958282825125
20.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_std,,1.765158875114888
20.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_min,,5.97986237210243
20.0,1e-05,1.0,2026,test,private_to_original_norm_ratio_max,,18.26485322456794
20.0,1e-05,1.0,2026,test,neighbor_overlap,5,0.0015432980851671908
20.0,1e-05,1.0,2026,test,neighbor_overlap,10,0.003601028865390112
20.0,1e-05,1.0,2026,test,neighbor_overlap,20,0.006930551586167477
5.0,1e-05,1.0,2026,train,cosine_mean,,0.03366220276500097
5.0,1e-05,1.0,2026,train,cosine_std,,0.0516109783950843
5.0,1e-05,1.0,2026,train,cosine_min,,-0.16211792449871268
5.0,1e-05,1.0,2026,train,cosine_max,,0.23963211288202407
5.0,1e-05,1.0,2026,train,l2_distance_mean,,17.469406232401344
5.0,1e-05,1.0,2026,train,l2_distance_std,,0.6350002438651727
5.0,1e-05,1.0,2026,train,l2_distance_min,,15.234286405708982
5.0,1e-05,1.0,2026,train,l2_distance_max,,20.32361911075072
5.0,1e-05,1.0,2026,train,absolute_delta_mean,,0.7116965301942401
5.0,1e-05,1.0,2026,train,absolute_delta_std,,0.5378457952690271
5.0,1e-05,1.0,2026,train,absolute_delta_min,,8.195638656616211e-08
5.0,1e-05,1.0,2026,train,absolute_delta_max,,4.609387211501598
