task,classifier,train_fraction,seed,n_train,true_label,predicted_label,count
gender,random_forest,1.0,13,13995,female,female,1308
gender,random_forest,1.0,13,13995,female,male,429
gender,random_forest,1.0,13,13995,male,female,483
gender,random_forest,1.0,13,13995,male,male,1279
gender,hist_gradient_boosting,1.0,13,13995,female,female,1304
gender,hist_gradient_boosting,1.0,13,13995,female,male,433
gender,hist_gradient_boosting,1.0,13,13995,male,female,406
gender,hist_gradient_boosting,1.0,13,13995,male,male,1356
gender,xgboost,1.0,13,13995,female,female,1331
gender,xgboost,1.0,13,13995,female,male,406
gender,xgboost,1.0,13,13995,male,female,407
gender,xgboost,1.0,13,13995,male,male,1355
gender,mlp,1.0,13,13995,female,female,1329
gender,mlp,1.0,13,13995,female,male,408
gender,mlp,1.0,13,13995,male,female,402
gender,mlp,1.0,13,13995,male,male,1360
gender,logistic_regression,1.0,21,13995,female,female,1341
gender,logistic_regression,1.0,21,13995,female,male,396
gender,logistic_regression,1.0,21,13995,male,female,365
gender,logistic_regression,1.0,21,13995,male,male,1397
gender,random_forest,1.0,21,13995,female,female,1284
gender,random_forest,1.0,21,13995,female,male,453
gender,random_forest,1.0,21,13995,male,female,480
gender,random_forest,1.0,21,13995,male,male,1282
gender,hist_gradient_boosting,1.0,21,13995,female,female,1339
gender,hist_gradient_boosting,1.0,21,13995,female,male,398
gender,hist_gradient_boosting,1.0,21,13995,male,female,413
gender,hist_gradient_boosting,1.0,21,13995,male,male,1349
gender,xgboost,1.0,21,13995,female,female,1318
gender,xgboost,1.0,21,13995,female,male,419
gender,xgboost,1.0,21,13995,male,female,396
gender,xgboost,1.0,21,13995,male,male,1366
gender,mlp,1.0,21,13995,female,female,1292
gender,mlp,1.0,21,13995,female,male,445
gender,mlp,1.0,21,13995,male,female,331
gender,mlp,1.0,21,13995,male,male,1431
gender,logistic_regression,1.0,34,13995,female,female,1341
gender,logistic_regression,1.0,34,13995,female,male,396
gender,logistic_regression,1.0,34,13995,male,female,365
gender,logistic_regression,1.0,34,13995,male,male,1397
gender,random_forest,1.0,34,13995,female,female,1294
gender,random_forest,1.0,34,13995,female,male,443
gender,random_forest,1.0,34,13995,male,female,458
gender,random_forest,1.0,34,13995,male,male,1304
gender,hist_gradient_boosting,1.0,34,13995,female,female,1328
gender,hist_gradient_boosting,1.0,34,13995,female,male,409
gender,hist_gradient_boosting,1.0,34,13995,male,female,388
gender,hist_gradient_boosting,1.0,34,13995,male,male,1374
gender,xgboost,1.0,34,13995,female,female,1326
gender,xgboost,1.0,34,13995,female,male,411
