privacy_mode,epsilon,delta,sensitivity,dp_seed,task,classifier,train_fraction,metric,mean,std,n,baseline_mean,privacy_gain_vs_baseline,relative_attack_reduction,chance_level,attack_advantage_over_chance
dp,1.0,1e-05,1.0,2026,age,logistic_regression,1.0,f1_macro,0.3112380495181887,0.0,5,0.7015992175489026,0.39036116803071397,0.5563876901038664,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.1,accuracy,0.39302657902257787,0.01844590861235973,5,0.6985995998856817,0.3055730208631038,0.43740795287187045,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.1,balanced_accuracy,0.3358502214629595,0.010089873640370305,5,0.6165237216330619,0.2806735001701024,0.4552517451017912,0.25,0.08585022146295951
dp,1.0,1e-05,1.0,2026,age,mlp,0.1,f1_macro,0.3324534473454436,0.010329121526319884,5,0.6214288895910347,0.28897544224559113,0.465017714956521,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.25,accuracy,0.40537296370391546,0.005949088121890476,5,0.7255787367819376,0.32020577307802217,0.4413108555222939,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.25,balanced_accuracy,0.3330629155897477,0.009314635120515034,5,0.6481159051716581,0.31505298958191036,0.48610593732993845,0.25,0.08306291558974771
dp,1.0,1e-05,1.0,2026,age,mlp,0.25,f1_macro,0.32743704166855514,0.012354977688990949,5,0.654858937179049,0.32742189551049383,0.4999884355567273,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.5,accuracy,0.40251500428693915,0.002685569582356895,5,0.7378679622749357,0.3353529579879965,0.454489116120536,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.5,balanced_accuracy,0.3281806439078052,0.0043714568386286935,5,0.650397898794753,0.32221725488694775,0.4954155840356279,0.25,0.07818064390780521
dp,1.0,1e-05,1.0,2026,age,mlp,0.5,f1_macro,0.3210345161609396,0.006835022270113647,5,0.6584995055000458,0.3374649893391062,0.5124756913565863,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.75,accuracy,0.41246070305801663,0.01206180771286102,5,0.7417547870820235,0.32929408402400684,0.4439392771827078,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,0.75,balanced_accuracy,0.33327308970585856,0.00929718401180893,5,0.6623540635578948,0.3290809738520363,0.4968354418848856,0.25,0.08327308970585856
dp,1.0,1e-05,1.0,2026,age,mlp,0.75,f1_macro,0.3230748999177978,0.010062793890544734,5,0.6705398430335484,0.3474649431157506,0.5181868709602783,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,1.0,accuracy,0.4149757073449557,0.007297596647501393,5,0.7480422977993711,0.33306659045441545,0.44525101245510806,nan,nan
dp,1.0,1e-05,1.0,2026,age,mlp,1.0,balanced_accuracy,0.3329108490069617,0.006223231851670583,5,0.6720922634346074,0.33918141442764566,0.5046649587875326,0.25,0.08291084900696172
dp,1.0,1e-05,1.0,2026,age,mlp,1.0,f1_macro,0.3203396566121132,0.006600354772063624,5,0.6809557476318807,0.3606160910197675,0.5295734594705466,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.1,accuracy,0.4208631037439268,0.0026855695823569106,5,0.6933409545584454,0.27247785081451853,0.39299258037922513,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.1,balanced_accuracy,0.32884869137794065,0.002062627153979901,5,0.5459634838563955,0.21711479247845483,0.39767273617801596,0.25,0.07884869137794065
dp,1.0,1e-05,1.0,2026,age,random_forest,0.1,f1_macro,0.3001003529352998,0.0019293988318263514,5,0.5096293364679791,0.20952898353267935,0.41113995710065326,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.25,accuracy,0.4263503858245213,0.011493119540591963,5,0.700943126607602,0.27459274078308077,0.3917475332300415,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.25,balanced_accuracy,0.3329635980351159,0.009007497446163998,5,0.5552386463476646,0.22227504831254874,0.40032344609775317,0.25,0.08296359803511588
dp,1.0,1e-05,1.0,2026,age,random_forest,0.25,f1_macro,0.30276558118228336,0.00848734966507473,5,0.5242634284792578,0.22149784729697441,0.422493416982142,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.5,accuracy,0.42389254072592164,0.009740988983766562,5,0.7074021148899685,0.2835095741640469,0.40077569489334197,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.5,balanced_accuracy,0.3310422315964286,0.007579673994225528,5,0.5608799276099773,0.2298376960135487,0.40978056924399764,0.25,0.0810422315964286
dp,1.0,1e-05,1.0,2026,age,random_forest,0.5,f1_macro,0.3010021408065886,0.006739180066405568,5,0.5305058139074685,0.22950367310087993,0.43261292729378126,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.75,accuracy,0.42474992855101457,0.007730767016073058,5,0.7102029151186053,0.28545298656759077,0.40193158953722335,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,0.75,balanced_accuracy,0.3316604119327601,0.006096181400645363,5,0.5643863945894138,0.23272598265665367,0.4123522198403805,0.25,0.08166041193276008
dp,1.0,1e-05,1.0,2026,age,random_forest,0.75,f1_macro,0.30116098624990195,0.006101806542429365,5,0.5359920287326291,0.23483104248272713,0.43812413225247565,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,1.0,accuracy,0.42452129179765646,0.00706326615905428,5,0.7112889396970564,0.28676764789939996,0.40316618450658964,nan,nan
dp,1.0,1e-05,1.0,2026,age,random_forest,1.0,balanced_accuracy,0.33148008552572317,0.005603831869324319,5,0.5663890943497728,0.23490900882404964,0.41474846738306353,0.25,0.08148008552572317
dp,1.0,1e-05,1.0,2026,age,random_forest,1.0,f1_macro,0.3009913464510144,0.00580901997651289,5,0.5397885499648163,0.2387972035138019,0.4423902721340918,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.1,accuracy,0.42120605887396395,0.007656451408631251,5,0.7176907687910831,0.2964847099171191,0.413109270468302,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.1,balanced_accuracy,0.3299738135262823,0.005957205976394874,5,0.5951733258180918,0.2651995122918095,0.4455836657788404,0.25,0.0799738135262823
dp,1.0,1e-05,1.0,2026,age,xgboost,0.1,f1_macro,0.30403203915646204,0.005398766532099481,5,0.5935387010463521,0.28950666188989005,0.4877637488162397,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.25,accuracy,0.4192626464704201,0.008351894367649298,5,0.7283795370105745,0.30911689054015434,0.4243898611002119,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.25,balanced_accuracy,0.3282163382401996,0.006382098050772301,5,0.6166932827143728,0.28847694447417327,0.46778026056071703,0.25,0.07821633824019958
dp,1.0,1e-05,1.0,2026,age,xgboost,0.25,f1_macro,0.30193183143640684,0.005567481740116797,5,0.6218107415077683,0.31987891007136143,0.5144313031578037,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.5,accuracy,0.41783366676193195,0.006859102600743076,5,0.7346670477279222,0.3168333809659903,0.4312611841593402,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.5,balanced_accuracy,0.3270601259789363,0.005191500138414975,5,0.6284489841187196,0.30138885813978333,0.4795756946960842,0.25,0.0770601259789363
dp,1.0,1e-05,1.0,2026,age,xgboost,0.5,f1_macro,0.3006494358667354,0.004406787602617685,5,0.6359274989841806,0.3352780631174451,0.5272268672969992,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.75,accuracy,0.4227493569591312,0.005594596994909226,5,0.7378108030865962,0.315061446127465,0.42702200185931205,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,0.75,balanced_accuracy,0.33078659876457167,0.004361048439242038,5,0.6322241362416631,0.3014375374770914,0.4767890376173002,0.25,0.08078659876457167
dp,1.0,1e-05,1.0,2026,age,xgboost,0.75,f1_macro,0.3038247294682444,0.003987825354189589,5,0.6401916662679313,0.33636693679968693,0.5254159879346376,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,1.0,accuracy,0.41983423835381545,0.006287510717347821,5,0.7408973992569307,0.3210631609031152,0.43334361981175745,nan,nan
dp,1.0,1e-05,1.0,2026,age,xgboost,1.0,balanced_accuracy,0.32842999487380986,0.004924016237354915,5,0.6377445568294057,0.3093145619555958,0.4850132527878812,0.25,0.07842999487380986
dp,1.0,1e-05,1.0,2026,age,xgboost,1.0,f1_macro,0.3014981815837139,0.0045411766810149095,5,0.6466035084579465,0.34510532687423257,0.5337201582732788,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.1,accuracy,0.5023721063160903,0.010331039048616198,5,0.7187196341811947,0.21634752786510436,0.3010179735963099,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.1,balanced_accuracy,0.5022584831571912,0.0103776927213021,5,0.7187644947353358,0.21650601157814453,0.3012196806658718,0.5,0.002258483157191238
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.1,f1_macro,0.501996923846812,0.010479117730216122,5,0.7186269192867397,0.21662999543992767,0.3014498756252269,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.25,accuracy,0.5041440411546156,0.010031396841831509,5,0.7493569591311803,0.24521291797656464,0.3272311212814644,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.25,balanced_accuracy,0.5039459660444999,0.009954521880894605,5,0.7493617252075904,0.24541575916309044,0.3274997253097023,0.5,0.003945966044499927
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.25,f1_macro,0.503472913549583,0.009908064487187078,5,0.7493162635709523,0.24584335002136926,0.32809023635730883,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.5,accuracy,0.5015718776793369,0.013343946876168898,5,0.755187196341812,0.2536153186624751,0.3358310626702999,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.5,balanced_accuracy,0.5013275200827029,0.013354314084642474,5,0.7551800075410198,0.2538524874583169,0.3361483155319471,0.5,0.001327520082702871
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.5,f1_macro,0.5008174874848514,0.013369499821649675,5,0.7551748925370161,0.25435740505216464,0.33681920249976655,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.75,accuracy,0.4988282366390397,0.006256908039550907,5,0.7611889111174621,0.26236067447842243,0.34467222347375537,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.75,balanced_accuracy,0.49839913428569754,0.006144132892664473,5,0.7611571152527908,0.2627579809670933,0.3452085984637058,0.5,-0.0016008657143024574
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,0.75,f1_macro,0.49656830547987063,0.005529645573101522,5,0.7611611353789319,0.2645928298990613,0.3476173672048271,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,1.0,accuracy,0.5016290368676766,0.005240285057301597,5,0.7660474421263218,0.26441840525864524,0.3451723623339799,nan,nan
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,1.0,balanced_accuracy,0.5011531094944315,0.005156999185616552,5,0.7660105848733939,0.2648574753789624,0.34576216126665926,0.5,0.0011531094944314813
dp,1.0,1e-05,1.0,2026,gender,hist_gradient_boosting,1.0,f1_macro,0.4990328924853943,0.004637369573500807,5,0.7660164869425714,0.2669835944571771,0.3485350498431152,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.1,accuracy,0.5106601886253215,0.011084314754709562,5,0.7195770220062875,0.208916833380966,0.29033283024862977,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.1,balanced_accuracy,0.5106070259563993,0.011228239032571445,5,0.7195414680941019,0.20893444213770263,0.2903716483375467,0.5,0.010607025956399285
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.1,f1_macro,0.5103987888326424,0.011305083550866894,5,0.7195200820441751,0.2091212932115326,0.2906399674313657,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.25,accuracy,0.4977422120605888,0.005178351171123944,5,0.7635895970277222,0.26584738496713345,0.34815480200613813,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.25,balanced_accuracy,0.4977177959572554,0.005188058992631102,5,0.7635424038601657,0.2658246079029103,0.34814649004299847,0.5,-0.0022822040427445955
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.25,f1_macro,0.49768513383665003,0.005164084606515169,5,0.7635294360033901,0.26584430216674004,0.3481781967153388,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.5,accuracy,0.49739925693055154,0.006682982293484533,5,0.7762217776507574,0.27882252072020586,0.35920471281296035,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.5,balanced_accuracy,0.4974156650637099,0.006649600053956424,5,0.7761674694520083,0.27875180438829844,0.3591387366248465,0.5,-0.0025843349362901225
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.5,f1_macro,0.4973837209261457,0.006677250356406353,5,0.7761800801035609,0.2787963591774152,0.3591903043172882,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.75,accuracy,0.49871391826236067,0.007230128974377559,5,0.782052014861389,0.2833380965990283,0.3623008332115188,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.75,balanced_accuracy,0.4987495891320443,0.007205187691452107,5,0.7819824844458297,0.2832328953137854,0.36219851588428487,0.5,-0.001250410867955687
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,0.75,f1_macro,0.4987037392230416,0.007234571534469366,5,0.781997754577689,0.28329401535464743,0.3622696020497371,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,1.0,accuracy,0.5055730208631037,0.0,5,0.7825092883681052,0.27693626750500144,0.35390796201607017,nan,nan
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,1.0,balanced_accuracy,0.5056090419049375,0.0,5,0.7824348802879442,0.2768258383830067,0.3538004827713354,0.5,0.005609041904937495
dp,1.0,1e-05,1.0,2026,gender,logistic_regression,1.0,f1_macro,0.5055720112495524,0.0,5,0.7824535646430741,0.2768815533935217,0.3538632398202757,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.1,accuracy,0.500257216347528,0.013689297445203698,5,0.7436981994855673,0.2434409831380393,0.327338405964184,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.1,balanced_accuracy,0.5007132275630156,0.013767856206789601,5,0.7436646938470114,0.24295146628399578,0.3266949046985097,0.5,0.0007132275630156171
dp,1.0,1e-05,1.0,2026,gender,mlp,0.1,f1_macro,0.4921539196387097,0.020643928496966852,5,0.7435706001090778,0.25141668047036814,0.33812079234101866,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.25,accuracy,0.4986567590740211,0.009780737187176872,5,0.7666190340097171,0.26796227493569597,0.34953772740829114,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.25,balanced_accuracy,0.4987377613626635,0.009748536484547097,5,0.7665266611644668,0.26778889980180326,0.34935366683135655,0.5,-0.001262238637336488
dp,1.0,1e-05,1.0,2026,gender,mlp,0.25,f1_macro,0.4984898224653609,0.009949749943318782,5,0.7665264919690011,0.26803666950364025,0.34967698091572263,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.5,accuracy,0.4989425550157188,0.008730586560787675,5,0.7761646184624178,0.277222063446699,0.3571691582590764,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.5,balanced_accuracy,0.4990574705432998,0.008873962447958525,5,0.7761017305790967,0.2770442600357969,0.3569690017687209,0.5,-0.0009425294567002029
dp,1.0,1e-05,1.0,2026,gender,mlp,0.5,f1_macro,0.49800827170393597,0.00851239907030824,5,0.7761014453832098,0.27809317367927383,0.35832064910272377,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.75,accuracy,0.4994569877107745,0.010503924307079644,5,0.7767933695341526,0.27733638182337805,0.357027225901398,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,0.75,balanced_accuracy,0.49940161942420325,0.010602014593399366,5,0.776694981431709,0.27729336200750576,0.3570170641457747,0.5,-0.0005983805757967531
dp,1.0,1e-05,1.0,2026,gender,mlp,0.75,f1_macro,0.4992420481103542,0.010636359792296149,5,0.7766838976656889,0.2774418495553347,0.3572133404454267,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,1.0,accuracy,0.4932837953701057,0.013029599657107585,5,0.7757073449557017,0.282423549585596,0.364085181637315,nan,nan
dp,1.0,1e-05,1.0,2026,gender,mlp,1.0,balanced_accuracy,0.49326977050860066,0.012984837046182142,5,0.7755815374401178,0.28231176693151716,0.3640001125649723,0.5,-0.006730229491399342
dp,1.0,1e-05,1.0,2026,gender,mlp,1.0,f1_macro,0.49302697138798024,0.013017578544364477,5,0.7755487127223507,0.28252174133437047,0.36428626171353634,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.1,accuracy,0.508545298656759,0.004289796132862856,5,0.722663618176622,0.21411831951986293,0.29629043739618777,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.1,balanced_accuracy,0.5082947623892616,0.004245101754233233,5,0.7227001033132784,0.21440534092401675,0.296672630792576,0.5,0.008294762389261634
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.1,f1_macro,0.5077200297090538,0.004118572056637851,5,0.7226005811035696,0.21488055139451578,0.2973711300734716,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.25,accuracy,0.49825664475564446,0.00870763532917985,5,0.735524435553015,0.2372677907973706,0.3225831520049735,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.25,balanced_accuracy,0.4979916970365883,0.008640149223861521,5,0.7355603520101,0.23756865497351165,0.3229764278679469,0.5,-0.002008302963411701
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.25,f1_macro,0.4973826364614361,0.008335934952727535,5,0.7355024119882756,0.2381197755268395,0.3237511823831181,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.5,accuracy,0.4960845955987425,0.005205096592808795,5,0.7354672763646757,0.23938268076593316,0.32548379575658665,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.5,balanced_accuracy,0.4957811457514456,0.005197437435901565,5,0.7355027814862083,0.23972163573476268,0.3259289315675522,0.5,-0.004218854248554393
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.5,f1_macro,0.49497080455160675,0.005135119949378814,5,0.7354609108057696,0.24049010625416284,0.32699236998290276,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.75,accuracy,0.50723063732495,0.004881173806456429,5,0.7415833095170049,0.2343526721920549,0.3160166486819794,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.75,balanced_accuracy,0.5069796255236728,0.004861678816137117,5,0.74163097098145,0.23465134545777722,0.31639906454721994,0.5,0.006979625523672817
dp,1.0,1e-05,1.0,2026,gender,random_forest,0.75,f1_macro,0.5064848211104246,0.004783626067316979,5,0.7415798166725429,0.23509499556211833,0.31701913978320756,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,1.0,accuracy,0.5033438125178622,0.009353870209466328,5,0.7397542154901401,0.2364104029722779,0.3195796631123475,nan,nan
dp,1.0,1e-05,1.0,2026,gender,random_forest,1.0,balanced_accuracy,0.5030877012762882,0.009341076003681753,5,0.7398083182545611,0.23672061697827285,0.31997560873169245,0.5,0.0030877012762882128
dp,1.0,1e-05,1.0,2026,gender,random_forest,1.0,f1_macro,0.5025352233686686,0.009291465779478694,5,0.7397490721052955,0.23721384873662688,0.32066799091957765,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.1,accuracy,0.509402686481852,0.003468625646973143,5,0.7410688768219491,0.23166619034009706,0.31261087543386024,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.1,balanced_accuracy,0.5093298555770547,0.0035935267812899755,5,0.7410932322287765,0.23176337665172186,0.3127317408562924,0.5,0.00932985557705468
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.1,f1_macro,0.5091769270332251,0.0038788473714858056,5,0.7410118931205598,0.23183496608733467,0.3128626790469286,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.25,accuracy,0.5012860817376392,0.006179407919531192,5,0.7589597027722206,0.25767362103458136,0.33950896219310145,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.25,balanced_accuracy,0.5012095691228564,0.006199525974457285,5,0.7589461718868951,0.25773660276403865,0.33959800090071324,0.5,0.0012095691228564132
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.25,f1_macro,0.501133052066608,0.0062686290881391275,5,0.7589368515281661,0.2578037994615582,0.3396907120038437,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.5,accuracy,0.49677050585881677,0.012638838819004827,5,0.7634752786510433,0.2667047727922265,0.34932993935764034,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.5,balanced_accuracy,0.4966410768628574,0.012620353042247649,5,0.7634558520339516,0.2668147751710942,0.3494829130725279,0.5,-0.0033589231371425887
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.5,f1_macro,0.49652321421561413,0.012591445422575029,5,0.763452287334158,0.2669290731185439,0.34963425684480376,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.75,accuracy,0.49471277507859385,0.004678681207129153,5,0.7662189196913405,0.27150614461274664,0.3543453935098845,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.75,balanced_accuracy,0.494503191210595,0.004652459579520551,5,0.7662053509874227,0.2717021597768277,0.35460749448784223,0.5,-0.0054968087894050055
dp,1.0,1e-05,1.0,2026,gender,xgboost,0.75,f1_macro,0.4941581875417639,0.0045636638572544245,5,0.7662020566750161,0.2720438691332522,0.35505499725986683,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,1.0,accuracy,0.4948270934552729,0.004104929204748717,5,0.7671906258931124,0.27236353243783945,0.3550141558635077,nan,nan
dp,1.0,1e-05,1.0,2026,gender,xgboost,1.0,balanced_accuracy,0.4946207827630845,0.004152354100054133,5,0.7671619953512293,0.2725412125881448,0.3552590120986995,0.5,-0.005379217236915479
dp,1.0,1e-05,1.0,2026,gender,xgboost,1.0,f1_macro,0.49427309335197817,0.004329260600547718,5,0.7671682814278065,0.2728951880758283,0.35571750642236216,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.1,accuracy,0.42995141468991144,0.008565776871787877,5,0.6968276650471564,0.266876250357245,0.38298744975801824,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.1,balanced_accuracy,0.33703752695426625,0.006628609789625725,5,0.57380050156293,0.2367629746086638,0.41262246018217785,0.25,0.08703752695426625
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.1,f1_macro,0.3108739353849924,0.005995578611255985,5,0.5681699956324737,0.2572960602474813,0.45285048880672635,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.25,accuracy,0.43183766790511574,0.0024250589809198505,5,0.7194055444412689,0.2875678765361532,0.3997298585730176,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.25,balanced_accuracy,0.33815792141048595,0.001999196262624643,5,0.6007975075327285,0.2626395861222426,0.437151590726157,0.25,0.08815792141048595
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.25,f1_macro,0.311121292395946,0.002087732647225223,5,0.6014893979530269,0.2903681055570809,0.4827485015450881,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.5,accuracy,0.4376107459274078,0.00814242619125713,5,0.7266076021720491,0.28899685624464133,0.39773442416614224,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.5,balanced_accuracy,0.34252379935964294,0.006341660105191687,5,0.6154559665284962,0.27293216716885327,0.4434633540208213,0.25,0.09252379935964294
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.5,f1_macro,0.31477701412933834,0.0057453551131429305,5,0.6200135229474422,0.3052365088181038,0.4923062119146365,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.75,accuracy,0.4304086881966276,0.003665548824915885,5,0.7367819376964848,0.3063732494998572,0.41582622187742446,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.75,balanced_accuracy,0.33660317799729117,0.002732260481306927,5,0.62875998747798,0.29215680948068884,0.46465553676937904,0.25,0.08660317799729117
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,0.75,f1_macro,0.30863099989568166,0.001996561634462545,5,0.6357803929215987,0.32714939302591706,0.5145635138613963,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,1.0,accuracy,0.43080880251500425,0.007880405269852628,5,0.7416404687053444,0.31083166619034014,0.41911368015414263,nan,nan
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,1.0,balanced_accuracy,0.33672116006780584,0.006242170643752543,5,0.6363895499084332,0.2996683898406274,0.47088829457326115,0.25,0.08672116006780584
dp,10.0,1e-05,1.0,2026,age,hist_gradient_boosting,1.0,f1_macro,0.30787244757113286,0.006170767624914872,5,0.6442796101291373,0.3364071625580044,0.5221446671121194,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.1,accuracy,0.36810517290654476,0.01048524511451509,5,0.6647613603886825,0.29665618748213773,0.4462596732588134,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.1,balanced_accuracy,0.34898609991007384,0.010783015446833119,5,0.6193939200814296,0.27040782017135573,0.4365684121274651,0.25,0.09898609991007384
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.1,f1_macro,0.34147707951120637,0.010194601141127696,5,0.6131904345411123,0.27171335502990596,0.44311414484677275,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.25,accuracy,0.3619891397542155,0.016445812028569415,5,0.6955701629036868,0.3335810231494713,0.4795792587722903,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.25,balanced_accuracy,0.35184831789222565,0.014919835516224934,5,0.6723863348780637,0.320538016985838,0.4767170306100393,0.25,0.10184831789222565
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.25,f1_macro,0.34014495444001647,0.014783687336115302,5,0.6540001672650069,0.3138552128249904,0.47990081430332937,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.5,accuracy,0.3632466418976851,0.006284262196998012,5,0.7224921406116034,0.3592454987139183,0.4972310126582279,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.5,balanced_accuracy,0.35804021241713907,0.005440079790865226,5,0.7119310468531332,0.3538908344359942,0.49708582874740054,0.25,0.10804021241713907
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.5,f1_macro,0.34340942564106364,0.005311763129794586,5,0.6860043402672156,0.34259491462615194,0.49940633683556984,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.75,accuracy,0.36461846241783363,0.005169668615990859,5,0.7303229494141183,0.3657044869962847,0.5007435235188229,nan,nan
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.75,balanced_accuracy,0.3642663316670705,0.004378104318393379,5,0.7255490544781281,0.3612827228110576,0.4979438958416403,0.25,0.11426633166707051
dp,10.0,1e-05,1.0,2026,age,logistic_regression,0.75,f1_macro,0.3461497725369099,0.004099215577438345,5,0.6964632717754901,0.35031349923858013,0.5029891933073912,nan,nan
