split,metric,k,value
train,cosine_mean,,0.03366220276500097
train,cosine_std,,0.0516109783950843
train,cosine_min,,-0.16211792449871268
train,cosine_max,,0.23963211288202407
train,l2_distance_mean,,17.469406232401344
train,l2_distance_std,,0.6350002438651727
train,l2_distance_min,,15.234286405708982
train,l2_distance_max,,20.32361911075072
train,absolute_delta_mean,,0.7116965301942401
train,absolute_delta_std,,0.5378457952690271
train,absolute_delta_min,,8.195638656616211e-08
train,absolute_delta_max,,4.609387211501598
train,original_norm_mean,,0.5873496396214581
train,original_norm_std,,0.09926824026493279
train,original_norm_min,,0.3025874329309691
train,original_norm_max,,1.0000000785710612
train,private_norm_mean,,17.479642880660847
train,private_norm_std,,0.6356771802002259
train,private_norm_min,,15.240450803232052
train,private_norm_max,,20.354697941822444
train,relative_l2_distance_mean,,30.610495595460556
train,relative_l2_distance_std,,5.367636015974808
train,relative_l2_distance_min,,16.958313582478176
train,relative_l2_distance_max,,59.2935496809184
train,private_to_original_norm_ratio_mean,,30.62738450923557
train,private_to_original_norm_ratio_std,,5.364649329134893
train,private_to_original_norm_ratio_min,,17.007004503499882
train,private_to_original_norm_ratio_max,,59.240663233923314
train,neighbor_overlap,5,0.0003286888174347981
train,neighbor_overlap,10,0.0006788138620936048
train,neighbor_overlap,20,0.001479099678456592
test,cosine_mean,,0.032569399664447496
test,cosine_std,,0.05078848742602549
test,cosine_min,,-0.16078677318347365
test,cosine_max,,0.23179748144463996
test,l2_distance_mean,,17.464594159065356
test,l2_distance_std,,0.6389874319549983
test,l2_distance_min,,14.741398727331958
test,l2_distance_max,,19.663683812061663
test,absolute_delta_mean,,0.7117105918527487
test,absolute_delta_std,,0.5374323574728443
test,absolute_delta_min,,5.671754479408264e-07
test,absolute_delta_max,,4.645465601235628
test,original_norm_mean,,0.5867764179447457
test,original_norm_std,,0.09971744554259364
test,original_norm_min,,0.32245568233794636
test,original_norm_max,,1.0000000278559538
test,private_norm_mean,,17.47429525629661
test,private_norm_std,,0.6396442027904502
test,private_norm_min,,14.755519542836344
test,private_norm_max,,19.67425534557175
test,relative_l2_distance_mean,,30.64981082187377
test,relative_l2_distance_std,,5.456272646864455
test,relative_l2_distance_min,,18.004333365571384
test,relative_l2_distance_max,,56.15032540542534
test,private_to_original_norm_ratio_mean,,30.665615172231544
test,private_to_original_norm_ratio_std,,5.452390520339409
test,private_to_original_norm_ratio_min,,18.072668727968015
test,private_to_original_norm_ratio_max,,56.136325035669124
test,neighbor_overlap,5,0.001657616461846242
test,neighbor_overlap,10,0.0030580165761646184
test,neighbor_overlap,20,0.006016004572735067
