split,metric,k,value
train,cosine_mean,,0.05989543557880402
train,cosine_std,,0.0521416069487764
train,cosine_min,,-0.1365031373049068
train,cosine_max,,0.263706941604666
train,l2_distance_mean,,9.79153280319814
train,l2_distance_std,,0.3559151140591217
train,l2_distance_min,,8.538757000397219
train,l2_distance_max,,11.391307730651716
train,absolute_delta_mean,,0.39890307824844196
train,absolute_delta_std,,0.30146043187819954
train,absolute_delta_min,,4.470348358154297e-08
train,absolute_delta_max,,2.583543114364147
train,original_norm_mean,,0.5873496396214581
train,original_norm_std,,0.09926824026493279
train,original_norm_min,,0.3025874329309691
train,original_norm_max,,1.0000000785710612
train,private_norm_mean,,9.809707230099619
train,private_norm_std,,0.3569186599937796
train,private_norm_min,,8.543836773832226
train,private_norm_max,,11.432723495553672
train,relative_l2_distance_mean,,17.15706119369223
train,relative_l2_distance_std,,3.0085386666451193
train,relative_l2_distance_min,,9.50506742623553
train,relative_l2_distance_max,,33.23379918193651
train,private_to_original_norm_ratio_mean,,17.18709068078642
train,private_to_original_norm_ratio_std,,3.0035301923275077
train,private_to_original_norm_ratio_min,,9.57667794987249
train,private_to_original_norm_ratio_max,,33.187516397373535
train,neighbor_overlap,5,0.0003715612718828154
train,neighbor_overlap,10,0.0007431225437656306
train,neighbor_overlap,20,0.0015219721329046089
test,cosine_mean,,0.05879108036897054
test,cosine_std,,0.051438452797336415
test,cosine_min,,-0.13722278870014037
test,cosine_max,,0.25089523154334453
test,l2_distance_mean,,9.788835654946675
test,l2_distance_std,,0.3581499181367271
test,l2_distance_min,,8.262495467666048
test,l2_distance_max,,11.021416649862937
test,absolute_delta_mean,,0.39891095973916624
test,absolute_delta_std,,0.3012287016338937
test,absolute_delta_min,,3.175809979438782e-07
test,absolute_delta_max,,2.6037649996578693
test,original_norm_mean,,0.5867764179447457
test,original_norm_std,,0.09971744554259364
test,original_norm_min,,0.32245568233794636
test,original_norm_max,,1.0000000278559538
test,private_norm_mean,,9.806465668766247
test,private_norm_std,,0.359094137647964
test,private_norm_min,,8.284940537342909
test,private_norm_max,,11.037039266342944
test,relative_l2_distance_mean,,17.179097221480653
test,relative_l2_distance_std,,3.0582191463977293
test,relative_l2_distance_min,,10.091357333088864
test,relative_l2_distance_max,,31.472034398260483
test,private_to_original_norm_ratio_mean,,17.208035930747815
test,private_to_original_norm_ratio_std,,3.052294492860393
test,private_to_original_norm_ratio_min,,10.181198716267248
test,private_to_original_norm_ratio_max,,31.46501744454465
test,neighbor_overlap,5,0.0015432980851671908
test,neighbor_overlap,10,0.00317233495284367
test,neighbor_overlap,20,0.006187482137753645
