split,metric,k,value
train,cosine_mean,,0.015684558189134768
train,cosine_std,,0.0500655192585798
train,cosine_min,,-0.09441296687069957
train,cosine_max,,0.12961858278226626
train,l2_distance_mean,,39.184709194903256
train,l2_distance_std,,1.3677588547492894
train,l2_distance_min,,35.098097844861
train,l2_distance_max,,42.76237960596743
train,absolute_delta_mean,,1.5963748762570347
train,absolute_delta_std,,1.2062356483221475
train,absolute_delta_min,,0.00010039703920483589
train,absolute_delta_max,,8.69277354888618
train,original_norm_mean,,0.43547167974391526
train,original_norm_std,,0.05032881173774303
train,original_norm_min,,0.3358296564388482
train,original_norm_max,,0.608395872683312
train,private_norm_mean,,39.18963432571062
train,private_norm_std,,1.3670429689020103
train,private_norm_min,,35.07817342431906
train,private_norm_max,,42.78828651647721
train,relative_l2_distance_mean,,91.146022894648
train,relative_l2_distance_std,,10.730429054566107
train,relative_l2_distance_min,,64.29174102314714
train,relative_l2_distance_max,,125.6075151601651
train,private_to_original_norm_ratio_mean,,91.15616027606733
train,private_to_original_norm_ratio_std,,10.721014821033174
train,private_to_original_norm_ratio_min,,64.36591023801627
train,private_to_original_norm_ratio_max,,125.60549901779098
train,neighbor_overlap,5,0.048684210526315795
train,neighbor_overlap,10,0.07894736842105263
train,neighbor_overlap,20,0.13782894736842108
test,cosine_mean,,0.012535711769262615
test,cosine_std,,0.05405675519835745
test,cosine_min,,-0.13437206996380596
test,cosine_max,,0.13322238727841748
test,l2_distance_mean,,39.07112309452422
test,l2_distance_std,,1.3544500631845138
test,l2_distance_min,,35.63279722883562
test,l2_distance_max,,43.05963011438894
test,absolute_delta_mean,,1.5944411336928195
test,absolute_delta_std,,1.1991382146165572
test,absolute_delta_min,,5.8556790463626385e-05
test,absolute_delta_max,,9.100756619125605
test,original_norm_mean,,0.44208744484978685
test,original_norm_std,,0.07041193634569161
test,original_norm_min,,0.33330873483128737
test,original_norm_max,,0.8765038329515334
test,private_norm_mean,,39.07413138274472
test,private_norm_std,,1.3565604062185022
test,private_norm_min,,35.627673493932676
test,private_norm_max,,43.092402115919846
test,relative_l2_distance_mean,,90.1656341111959
test,relative_l2_distance_std,,12.116784947396738
test,relative_l2_distance_min,,43.56813145977303
test,relative_l2_distance_max,,123.63605390701723
test,private_to_original_norm_ratio_mean,,90.17252318917912
test,private_to_original_norm_ratio_std,,12.119865868585428
test,private_to_original_norm_ratio_min,,43.599889028676195
test,private_to_original_norm_ratio_max,,123.62211128443278
test,neighbor_overlap,5,0.04507042253521127
test,neighbor_overlap,10,0.07112676056338027
test,neighbor_overlap,20,0.13838028169014083
