split,metric,k,value
train,cosine_mean,,0.04956237509175916
train,cosine_std,,0.04790863739216226
train,cosine_min,,-0.10732340158032112
train,cosine_max,,0.15246431030425858
train,l2_distance_mean,,9.775876730951381
train,l2_distance_std,,0.3784568535466031
train,l2_distance_min,,9.02543599400701
train,l2_distance_max,,10.914008655560545
train,absolute_delta_mean,,0.3976204515845878
train,absolute_delta_std,,0.3019028990632522
train,absolute_delta_min,,7.3071569204330444e-06
train,absolute_delta_max,,2.0840733693912625
train,original_norm_mean,,0.43547167974391526
train,original_norm_std,,0.05032881173774303
train,original_norm_min,,0.3358296564388482
train,original_norm_max,,0.608395872683312
train,private_norm_mean,,9.788017974579194
train,private_norm_std,,0.37665432578980046
train,private_norm_min,,9.021634691175635
train,private_norm_max,,10.93064413019031
train,relative_l2_distance_mean,,22.744361624169944
train,relative_l2_distance_std,,2.73611660859974
train,relative_l2_distance_min,,16.688071031607954
train,relative_l2_distance_max,,28.76584771706989
train,private_to_original_norm_ratio_mean,,22.771711300925595
train,private_to_original_norm_ratio_std,,2.7305563354292754
train,private_to_original_norm_ratio_min,,16.791257282064
train,private_to_original_norm_ratio_max,,28.837484243232236
train,neighbor_overlap,5,0.039473684210526314
train,neighbor_overlap,10,0.0769736842105263
train,neighbor_overlap,20,0.13421052631578947
test,cosine_mean,,0.05429897026706789
test,cosine_std,,0.05579720412645356
test,cosine_min,,-0.08105086838610884
test,cosine_max,,0.2337050013222801
test,l2_distance_mean,,9.776334674719616
test,l2_distance_std,,0.3376051919702706
test,l2_distance_min,,8.971405942099945
test,l2_distance_max,,10.518265567898146
test,absolute_delta_mean,,0.3977021180738726
test,absolute_delta_std,,0.30170772041000066
test,absolute_delta_min,,8.472241461277008e-06
test,absolute_delta_max,,2.090949551842641
test,original_norm_mean,,0.44208744484978685
test,original_norm_std,,0.07041193634569161
test,original_norm_min,,0.33330873483128737
test,original_norm_max,,0.8765038329515334
test,private_norm_mean,,9.790825054260283
test,private_norm_std,,0.3392989254600963
test,private_norm_min,,9.001405409879837
test,private_norm_max,,10.541198164598178
test,relative_l2_distance_mean,,22.559912306820557
test,relative_l2_distance_std,,3.0100587878644336
test,relative_l2_distance_min,,10.581625439630153
test,relative_l2_distance_max,,31.13972630610328
test,private_to_original_norm_ratio_mean,,22.59170584467916
test,private_to_original_norm_ratio_std,,3.0064015103520965
test,private_to_original_norm_ratio_min,,10.693120730968717
test,private_to_original_norm_ratio_max,,31.24119396392186
test,neighbor_overlap,5,0.04507042253521127
test,neighbor_overlap,10,0.0647887323943662
test,neighbor_overlap,20,0.14190140845070423
