split,metric,k,value
train,cosine_mean,,0.34004313547830745
train,cosine_std,,0.05876142446422444
train,cosine_min,,0.21050907233380622
train,cosine_max,,0.4949506526497914
train,l2_distance_mean,,1.2142982123059083
train,l2_distance_std,,0.042385592788358864
train,l2_distance_min,,1.0876578689941931
train,l2_distance_max,,1.3251669376748172
train,absolute_delta_mean,,0.04947019382604338
train,absolute_delta_std,,0.037380136814146155
train,absolute_delta_min,,3.111083060503006e-06
train,absolute_delta_max,,0.26938107423484325
train,original_norm_mean,,0.43547167974391526
train,original_norm_std,,0.05032881173774303
train,original_norm_min,,0.3358296564388482
train,original_norm_max,,0.608395872683312
train,private_norm_mean,,1.2930411174889154
train,private_norm_std,,0.04975978632824834
train,private_norm_min,,1.1436565262802867
train,private_norm_max,,1.4570994276199163
train,relative_l2_distance_mean,,2.824531684093268
train,relative_l2_distance_std,,0.33252615696076293
train,relative_l2_distance_min,,1.9923421138899646
train,relative_l2_distance_max,,3.892461736718152
train,private_to_original_norm_ratio_mean,,3.0022110691965396
train,private_to_original_norm_ratio_std,,0.3087137398609285
train,private_to_original_norm_ratio_min,,2.2878263447539564
train,private_to_original_norm_ratio_max,,4.0130504473120245
train,neighbor_overlap,5,0.1118421052631579
train,neighbor_overlap,10,0.14802631578947367
train,neighbor_overlap,20,0.21940789473684208
test,cosine_mean,,0.3422850675492034
test,cosine_std,,0.06235679311029767
test,cosine_min,,0.18394461167121484
test,cosine_max,,0.6056457579796347
test,l2_distance_mean,,1.2107782834511824
test,l2_distance_std,,0.041973166201706956
test,l2_distance_min,,1.104227712735225
test,l2_distance_max,,1.3343784587685688
test,absolute_delta_mean,,0.049410268913936774
test,absolute_delta_std,,0.037160193878347604
test,absolute_delta_min,,1.814565621316433e-06
test,absolute_delta_max,,0.2820240892469883
test,original_norm_mean,,0.44208744484978685
test,original_norm_std,,0.07041193634569161
test,original_norm_min,,0.33330873483128737
test,original_norm_max,,0.8765038329515334
test,private_norm_mean,,1.2908771134228028
test,private_norm_std,,0.05507589701653943
test,private_norm_min,,1.179549499102615
test,private_norm_max,,1.4868731440050276
test,relative_l2_distance_mean,,2.7941503354339954
test,relative_l2_distance_std,,0.375488057907959
test,relative_l2_distance_min,,1.3501364556385291
test,relative_l2_distance_max,,3.831367965715055
test,private_to_original_norm_ratio_mean,,2.971539237808068
test,private_to_original_norm_ratio_std,,0.35783593488993176
test,private_to_original_norm_ratio_min,,1.696368102576506
test,private_to_original_norm_ratio_max,,3.942278377798187
test,neighbor_overlap,5,0.1028169014084507
test,neighbor_overlap,10,0.14788732394366197
test,neighbor_overlap,20,0.22816901408450704
