split,metric,k,value
train,cosine_mean,,0.2321046920086024
train,cosine_std,,0.05253273082752673
train,cosine_min,,0.0602741809955267
train,cosine_max,,0.36279022425695073
train,l2_distance_mean,,1.8613625319305422
train,l2_distance_std,,0.07205956370804421
train,l2_distance_min,,1.7184758846300254
train,l2_distance_max,,2.078066999630655
train,absolute_delta_mean,,0.07570838204462109
train,absolute_delta_std,,0.05748341148984086
train,absolute_delta_min,,1.391395926475525e-06
train,absolute_delta_max,,0.3968151556327939
train,original_norm_mean,,0.43547167974391526
train,original_norm_std,,0.05032881173774303
train,original_norm_min,,0.3358296564388482
train,original_norm_max,,0.608395872683312
train,private_norm_mean,,1.9144779735556423
train,private_norm_std,,0.07199681175787083
train,private_norm_min,,1.7506116166849768
train,private_norm_max,,2.1275104941219936
train,relative_l2_distance_mean,,4.330609285223354
train,relative_l2_distance_std,,0.5209665691139886
train,relative_l2_distance_min,,3.1774694923392617
train,relative_l2_distance_max,,5.47712217027597
train,private_to_original_norm_ratio_mean,,4.450852641574616
train,private_to_original_norm_ratio_std,,0.5062869470725342
train,private_to_original_norm_ratio_min,,3.40054089236043
train,private_to_original_norm_ratio_max,,5.6208686778130765
train,neighbor_overlap,5,0.06447368421052632
train,neighbor_overlap,10,0.10526315789473684
train,neighbor_overlap,20,0.1723684210526316
test,cosine_mean,,0.23863089257349415
test,cosine_std,,0.061614517554739685
test,cosine_min,,0.07931346949528387
test,cosine_max,,0.49015933317687344
test,l2_distance_mean,,1.8614497259247635
test,l2_distance_std,,0.06428125908241908
test,l2_distance_min,,1.7081883559015516
test,l2_distance_max,,2.0027160725222073
test,absolute_delta_mean,,0.07572393165583177
test,absolute_delta_std,,0.057446248731931465
test,absolute_delta_min,,1.6130506992340088e-06
test,absolute_delta_max,,0.3981244132737629
test,original_norm_mean,,0.44208744484978685
test,original_norm_std,,0.07041193634569161
test,original_norm_min,,0.33330873483128737
test,original_norm_max,,0.8765038329515334
test,private_norm_mean,,1.91845553914251
test,private_norm_std,,0.0714313005083243
test,private_norm_min,,1.7475801140419414
test,private_norm_max,,2.094994089576008
test,relative_l2_distance_mean,,4.295489462682667
test,relative_l2_distance_std,,0.5731261550141785
test,relative_l2_distance_min,,2.014780025596871
test,relative_l2_distance_max,,5.929117306363708
test,private_to_original_norm_ratio_mean,,4.421232883974208
test,private_to_original_norm_ratio_std,,0.5577991758512594
test,private_to_original_norm_ratio_min,,2.306637993509696
test,private_to_original_norm_ratio_max,,6.096656130486359
test,neighbor_overlap,5,0.06619718309859156
test,neighbor_overlap,10,0.09859154929577464
test,neighbor_overlap,20,0.17922535211267604
