task,classifier,train_fraction,seed,n_train,metric,value
gender,logistic_regression,0.1,13,1400,accuracy,0.5884538439554158
gender,logistic_regression,0.1,13,1400,balanced_accuracy,0.588416496928374
gender,logistic_regression,0.1,13,1400,precision_macro,0.5884241241957566
gender,logistic_regression,0.1,13,1400,recall_macro,0.588416496928374
gender,logistic_regression,0.1,13,1400,f1_macro,0.58841723417061
gender,logistic_regression,0.1,13,1400,precision_micro,0.5884538439554158
gender,logistic_regression,0.1,13,1400,recall_micro,0.5884538439554158
gender,logistic_regression,0.1,13,1400,f1_micro,0.5884538439554158
gender,logistic_regression,0.1,13,1400,precision_weighted,0.5884422460004268
gender,logistic_regression,0.1,13,1400,recall_weighted,0.5884538439554158
gender,logistic_regression,0.1,13,1400,f1_weighted,0.588444968856069
gender,random_forest,0.1,13,1400,accuracy,0.5915975993140897
gender,random_forest,0.1,13,1400,balanced_accuracy,0.5912030475129991
gender,random_forest,0.1,13,1400,precision_macro,0.5923516061048195
gender,random_forest,0.1,13,1400,recall_macro,0.5912030475129991
gender,random_forest,0.1,13,1400,f1_macro,0.5901492794475816
gender,random_forest,0.1,13,1400,precision_micro,0.5915975993140897
gender,random_forest,0.1,13,1400,recall_micro,0.5915975993140897
gender,random_forest,0.1,13,1400,f1_micro,0.5915975993140897
gender,random_forest,0.1,13,1400,precision_weighted,0.5923033959519596
gender,random_forest,0.1,13,1400,recall_weighted,0.5915975993140897
gender,random_forest,0.1,13,1400,f1_weighted,0.5903233563546137
gender,hist_gradient_boosting,0.1,13,1400,accuracy,0.5461560445841669
gender,hist_gradient_boosting,0.1,13,1400,balanced_accuracy,0.5460961172896504
gender,hist_gradient_boosting,0.1,13,1400,precision_macro,0.5461077775816878
gender,hist_gradient_boosting,0.1,13,1400,recall_macro,0.5460961172896504
gender,hist_gradient_boosting,0.1,13,1400,f1_macro,0.5460874924190142
gender,hist_gradient_boosting,0.1,13,1400,precision_micro,0.5461560445841669
gender,hist_gradient_boosting,0.1,13,1400,recall_micro,0.5461560445841669
gender,hist_gradient_boosting,0.1,13,1400,f1_micro,0.5461560445841669
gender,hist_gradient_boosting,0.1,13,1400,precision_weighted,0.5461275591400809
gender,hist_gradient_boosting,0.1,13,1400,recall_weighted,0.5461560445841669
gender,hist_gradient_boosting,0.1,13,1400,f1_weighted,0.5461273483289867
gender,xgboost,0.1,13,1400,accuracy,0.5887396398971134
gender,xgboost,0.1,13,1400,balanced_accuracy,0.5886226660576346
gender,xgboost,0.1,13,1400,precision_macro,0.5887207617402795
gender,xgboost,0.1,13,1400,recall_macro,0.5886226660576346
gender,xgboost,0.1,13,1400,f1_macro,0.5885654279680763
gender,xgboost,0.1,13,1400,precision_micro,0.5887396398971134
gender,xgboost,0.1,13,1400,recall_micro,0.5887396398971134
