split,metric,k,value
train,cosine_mean,,0.29920348934652147
train,cosine_std,,0.06487745378350948
train,cosine_min,,0.029893720784693684
train,cosine_max,,0.5309704784806599
train,l2_distance_mean,,1.8643435048657784
train,l2_distance_std,,0.06776753393992685
train,l2_distance_min,,1.6258104318432598
train,l2_distance_max,,2.168946486919317
train,absolute_delta_mean,,0.07595259883824036
train,absolute_delta_std,,0.05739916409731271
train,absolute_delta_min,,7.450580596923828e-09
train,absolute_delta_max,,0.4919160231947899
train,original_norm_mean,,0.5873496396214581
train,original_norm_std,,0.09926824026493279
train,original_norm_min,,0.3025874329309691
train,original_norm_max,,1.0000000785710612
train,private_norm_mean,,1.95694260034235
train,private_norm_std,,0.07734849116921247
train,private_norm_min,,1.676318662939698
train,private_norm_max,,2.3065746270352796
train,relative_l2_distance_mean,,3.2667669344444317
train,relative_l2_distance_std,,0.5728367187152695
train,relative_l2_distance_min,,1.8097994529666672
train,relative_l2_distance_max,,6.327836378499007
train,private_to_original_norm_ratio_mean,,3.4201955288041304
train,private_to_original_norm_ratio_std,,0.5499127974175511
train,private_to_original_norm_ratio_min,,2.084501906071066
train,private_to_original_norm_ratio_max,,6.345532105032034
train,neighbor_overlap,5,0.003186852447302608
train,neighbor_overlap,10,0.00497320471596999
train,neighbor_overlap,20,0.008417291889960701
test,cosine_mean,,0.2980634288916923
test,cosine_std,,0.06521149354243536
test,cosine_min,,0.07737755795557086
test,cosine_max,,0.5057722231439363
test,l2_distance_mean,,1.8638299580249384
test,l2_distance_std,,0.06819304869402835
test,l2_distance_min,,1.5732092190115756
test,l2_distance_max,,2.0985178597064498
test,absolute_delta_mean,,0.07595409950154197
test,absolute_delta_std,,0.057355041817003814
test,absolute_delta_min,,6.05359673500061e-08
test,absolute_delta_max,,0.4957663305103779
test,original_norm_mean,,0.5867764179447457
test,original_norm_std,,0.09971744554259364
test,original_norm_min,,0.32245568233794636
test,original_norm_max,,1.0000000278559538
test,private_norm_mean,,1.9558111213387548
test,private_norm_std,,0.07759964371968305
test,private_norm_min,,1.6732658350398377
test,private_norm_max,,2.2249831881943787
test,relative_l2_distance_mean,,3.270962674437168
test,relative_l2_distance_std,,0.5822960632426366
test,relative_l2_distance_min,,1.9214311884386175
test,relative_l2_distance_max,,5.992389979019514
test,private_to_original_norm_ratio_mean,,3.423265901256199
test,private_to_original_norm_ratio_std,,0.5582953140398514
test,private_to_original_norm_ratio_min,,2.200794478153093
test,private_to_original_norm_ratio_max,,6.052623128521542
test,neighbor_overlap,5,0.008288082309231209
test,neighbor_overlap,10,0.014375535867390682
test,neighbor_overlap,20,0.02307802229208345
