task,classifier,train_fraction,seed,n_train,class_label,precision,recall,f1,support
gender,logistic_regression,0.1,13,16,F,0.5,0.5211267605633803,0.5103448275862069,71.0
gender,logistic_regression,0.1,13,16,M,0.5,0.4788732394366197,0.4892086330935252,71.0
gender,random_forest,0.1,13,16,F,0.46774193548387094,0.4084507042253521,0.43609022556390975,71.0
gender,random_forest,0.1,13,16,M,0.475,0.5352112676056338,0.5033112582781457,71.0
gender,hist_gradient_boosting,0.1,13,16,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.1,13,16,M,0.0,0.0,0.0,71.0
gender,xgboost,0.1,13,16,F,0.46808510638297873,0.30985915492957744,0.3728813559322034,71.0
gender,xgboost,0.1,13,16,M,0.4842105263157895,0.647887323943662,0.5542168674698795,71.0
gender,mlp,0.1,13,16,F,0.49056603773584906,0.7323943661971831,0.5875706214689266,71.0
gender,mlp,0.1,13,16,M,0.4722222222222222,0.23943661971830985,0.3177570093457944,71.0
gender,logistic_regression,0.1,21,16,F,0.5555555555555556,0.6338028169014085,0.5921052631578947,71.0
gender,logistic_regression,0.1,21,16,M,0.5737704918032787,0.49295774647887325,0.5303030303030303,71.0
gender,random_forest,0.1,21,16,F,0.527027027027027,0.5492957746478874,0.5379310344827586,71.0
gender,random_forest,0.1,21,16,M,0.5294117647058824,0.5070422535211268,0.5179856115107914,71.0
gender,hist_gradient_boosting,0.1,21,16,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.1,21,16,M,0.0,0.0,0.0,71.0
gender,xgboost,0.1,21,16,F,0.43661971830985913,0.43661971830985913,0.43661971830985913,71.0
gender,xgboost,0.1,21,16,M,0.43661971830985913,0.43661971830985913,0.43661971830985913,71.0
gender,mlp,0.1,21,16,F,0.5,0.9295774647887324,0.6502463054187192,71.0
gender,mlp,0.1,21,16,M,0.5,0.07042253521126761,0.12345679012345678,71.0
gender,logistic_regression,0.1,34,16,F,0.5,0.38028169014084506,0.432,71.0
gender,logistic_regression,0.1,34,16,M,0.5,0.6197183098591549,0.5534591194968553,71.0
gender,random_forest,0.1,34,16,F,0.44594594594594594,0.4647887323943662,0.45517241379310347,71.0
gender,random_forest,0.1,34,16,M,0.4411764705882353,0.4225352112676056,0.4316546762589928,71.0
gender,hist_gradient_boosting,0.1,34,16,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.1,34,16,M,0.0,0.0,0.0,71.0
gender,xgboost,0.1,34,16,F,0.45588235294117646,0.43661971830985913,0.4460431654676259,71.0
gender,xgboost,0.1,34,16,M,0.4594594594594595,0.4788732394366197,0.4689655172413793,71.0
gender,mlp,0.1,34,16,F,0.5416666666666666,0.36619718309859156,0.4369747899159664,71.0
gender,mlp,0.1,34,16,M,0.5212765957446809,0.6901408450704225,0.593939393939394,71.0
gender,logistic_regression,0.1,55,16,F,0.5964912280701754,0.4788732394366197,0.53125,71.0
gender,logistic_regression,0.1,55,16,M,0.5647058823529412,0.676056338028169,0.6153846153846154,71.0
gender,random_forest,0.1,55,16,F,0.527027027027027,0.5492957746478874,0.5379310344827586,71.0
gender,random_forest,0.1,55,16,M,0.5294117647058824,0.5070422535211268,0.5179856115107914,71.0
gender,hist_gradient_boosting,0.1,55,16,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.1,55,16,M,0.0,0.0,0.0,71.0
gender,xgboost,0.1,55,16,F,0.5111111111111111,0.647887323943662,0.5714285714285714,71.0
gender,xgboost,0.1,55,16,M,0.5192307692307693,0.38028169014084506,0.43902439024390244,71.0
gender,mlp,0.1,55,16,F,0.5234375,0.9436619718309859,0.6733668341708543,71.0
gender,mlp,0.1,55,16,M,0.7142857142857143,0.14084507042253522,0.23529411764705882,71.0
gender,logistic_regression,0.1,89,16,F,0.5119047619047619,0.6056338028169014,0.5548387096774193,71.0
gender,logistic_regression,0.1,89,16,M,0.5172413793103449,0.4225352112676056,0.46511627906976744,71.0
gender,random_forest,0.1,89,16,F,0.5365853658536586,0.6197183098591549,0.5751633986928104,71.0
gender,random_forest,0.1,89,16,M,0.55,0.4647887323943662,0.5038167938931297,71.0
gender,hist_gradient_boosting,0.1,89,16,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.1,89,16,M,0.0,0.0,0.0,71.0
gender,xgboost,0.1,89,16,F,0.5740740740740741,0.43661971830985913,0.496,71.0
gender,xgboost,0.1,89,16,M,0.5454545454545454,0.676056338028169,0.6037735849056604,71.0
gender,mlp,0.1,89,16,F,0.5175438596491229,0.8309859154929577,0.6378378378378379,71.0
gender,mlp,0.1,89,16,M,0.5714285714285714,0.22535211267605634,0.32323232323232326,71.0
gender,logistic_regression,0.25,13,38,F,0.5135135135135135,0.5352112676056338,0.5241379310344828,71.0
gender,logistic_regression,0.25,13,38,M,0.5147058823529411,0.49295774647887325,0.5035971223021583,71.0
gender,random_forest,0.25,13,38,F,0.5238095238095238,0.6197183098591549,0.567741935483871,71.0
gender,random_forest,0.25,13,38,M,0.5344827586206896,0.43661971830985913,0.4806201550387597,71.0
gender,hist_gradient_boosting,0.25,13,38,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.25,13,38,M,0.0,0.0,0.0,71.0
gender,xgboost,0.25,13,38,F,0.4788732394366197,0.4788732394366197,0.4788732394366197,71.0
gender,xgboost,0.25,13,38,M,0.4788732394366197,0.4788732394366197,0.4788732394366197,71.0
gender,mlp,0.25,13,38,F,0.4803921568627451,0.6901408450704225,0.5664739884393064,71.0
gender,mlp,0.25,13,38,M,0.45,0.2535211267605634,0.32432432432432434,71.0
gender,logistic_regression,0.25,21,38,F,0.4939759036144578,0.5774647887323944,0.5324675324675324,71.0
gender,logistic_regression,0.25,21,38,M,0.4915254237288136,0.4084507042253521,0.4461538461538462,71.0
gender,random_forest,0.25,21,38,F,0.5245901639344263,0.4507042253521127,0.48484848484848486,71.0
gender,random_forest,0.25,21,38,M,0.5185185185185185,0.5915492957746479,0.5526315789473685,71.0
gender,hist_gradient_boosting,0.25,21,38,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.25,21,38,M,0.0,0.0,0.0,71.0
gender,xgboost,0.25,21,38,F,0.4915254237288136,0.4084507042253521,0.4461538461538462,71.0
gender,xgboost,0.25,21,38,M,0.4939759036144578,0.5774647887323944,0.5324675324675324,71.0
gender,mlp,0.25,21,38,F,0.47413793103448276,0.7746478873239436,0.5882352941176471,71.0
gender,mlp,0.25,21,38,M,0.38461538461538464,0.14084507042253522,0.20618556701030927,71.0
gender,logistic_regression,0.25,34,38,F,0.4426229508196721,0.38028169014084506,0.4090909090909091,71.0
gender,logistic_regression,0.25,34,38,M,0.4567901234567901,0.5211267605633803,0.4868421052631579,71.0
gender,random_forest,0.25,34,38,F,0.5217391304347826,0.5070422535211268,0.5142857142857142,71.0
gender,random_forest,0.25,34,38,M,0.5205479452054794,0.5352112676056338,0.5277777777777778,71.0
gender,hist_gradient_boosting,0.25,34,38,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.25,34,38,M,0.0,0.0,0.0,71.0
gender,xgboost,0.25,34,38,F,0.47058823529411764,0.4507042253521127,0.460431654676259,71.0
gender,xgboost,0.25,34,38,M,0.47297297297297297,0.49295774647887325,0.4827586206896552,71.0
gender,mlp,0.25,34,38,F,0.509090909090909,0.39436619718309857,0.4444444444444444,71.0
gender,mlp,0.25,34,38,M,0.5057471264367817,0.6197183098591549,0.5569620253164557,71.0
gender,logistic_regression,0.25,55,38,F,0.5211267605633803,0.5211267605633803,0.5211267605633803,71.0
gender,logistic_regression,0.25,55,38,M,0.5211267605633803,0.5211267605633803,0.5211267605633803,71.0
gender,random_forest,0.25,55,38,F,0.5064935064935064,0.5492957746478874,0.527027027027027,71.0
gender,random_forest,0.25,55,38,M,0.5076923076923077,0.4647887323943662,0.4852941176470588,71.0
gender,hist_gradient_boosting,0.25,55,38,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.25,55,38,M,0.0,0.0,0.0,71.0
gender,xgboost,0.25,55,38,F,0.5116279069767442,0.6197183098591549,0.5605095541401274,71.0
gender,xgboost,0.25,55,38,M,0.5178571428571429,0.4084507042253521,0.4566929133858268,71.0
gender,mlp,0.25,55,38,F,0.5047619047619047,0.7464788732394366,0.6022727272727273,71.0
gender,mlp,0.25,55,38,M,0.5135135135135135,0.2676056338028169,0.35185185185185186,71.0
gender,logistic_regression,0.25,89,38,F,0.5217391304347826,0.5070422535211268,0.5142857142857142,71.0
gender,logistic_regression,0.25,89,38,M,0.5205479452054794,0.5352112676056338,0.5277777777777778,71.0
gender,random_forest,0.25,89,38,F,0.5194805194805194,0.5633802816901409,0.5405405405405406,71.0
gender,random_forest,0.25,89,38,M,0.5230769230769231,0.4788732394366197,0.5,71.0
gender,hist_gradient_boosting,0.25,89,38,F,0.5,1.0,0.6666666666666666,71.0
gender,hist_gradient_boosting,0.25,89,38,M,0.0,0.0,0.0,71.0
gender,xgboost,0.25,89,38,F,0.44,0.4647887323943662,0.4520547945205479,71.0
gender,xgboost,0.25,89,38,M,0.43283582089552236,0.4084507042253521,0.42028985507246375,71.0
gender,mlp,0.25,89,38,F,0.5436893203883495,0.7887323943661971,0.6436781609195402,71.0
gender,mlp,0.25,89,38,M,0.6153846153846154,0.3380281690140845,0.43636363636363634,71.0
gender,logistic_regression,0.5,13,76,F,0.5737704918032787,0.49295774647887325,0.5303030303030303,71.0
gender,logistic_regression,0.5,13,76,M,0.5555555555555556,0.6338028169014085,0.5921052631578947,71.0
gender,random_forest,0.5,13,76,F,0.5362318840579711,0.5211267605633803,0.5285714285714286,71.0
gender,random_forest,0.5,13,76,M,0.5342465753424658,0.5492957746478874,0.5416666666666666,71.0
gender,hist_gradient_boosting,0.5,13,76,F,0.5242718446601942,0.7605633802816901,0.6206896551724138,71.0
gender,hist_gradient_boosting,0.5,13,76,M,0.5641025641025641,0.30985915492957744,0.4,71.0
gender,xgboost,0.5,13,76,F,0.5263157894736842,0.5633802816901409,0.54421768707483,71.0
gender,xgboost,0.5,13,76,M,0.5303030303030303,0.49295774647887325,0.5109489051094891,71.0
gender,mlp,0.5,13,76,F,0.5058823529411764,0.6056338028169014,0.5512820512820513,71.0
gender,mlp,0.5,13,76,M,0.5087719298245614,0.4084507042253521,0.453125,71.0
gender,logistic_regression,0.5,21,76,F,0.5,0.5633802816901409,0.5298013245033113,71.0
gender,logistic_regression,0.5,21,76,M,0.5,0.43661971830985913,0.46616541353383456,71.0
gender,random_forest,0.5,21,76,F,0.5466666666666666,0.5774647887323944,0.5616438356164384,71.0
gender,random_forest,0.5,21,76,M,0.5522388059701493,0.5211267605633803,0.5362318840579711,71.0
gender,hist_gradient_boosting,0.5,21,76,F,0.4473684210526316,0.4788732394366197,0.46258503401360546,71.0
gender,hist_gradient_boosting,0.5,21,76,M,0.4393939393939394,0.4084507042253521,0.4233576642335766,71.0
gender,xgboost,0.5,21,76,F,0.4909090909090909,0.38028169014084506,0.42857142857142855,71.0
gender,xgboost,0.5,21,76,M,0.4942528735632184,0.6056338028169014,0.5443037974683544,71.0
gender,mlp,0.5,21,76,F,0.5045045045045045,0.7887323943661971,0.6153846153846154,71.0
gender,mlp,0.5,21,76,M,0.5161290322580645,0.22535211267605634,0.3137254901960784,71.0
gender,logistic_regression,0.5,34,76,F,0.5223880597014925,0.49295774647887325,0.5072463768115942,71.0
gender,logistic_regression,0.5,34,76,M,0.52,0.5492957746478874,0.5342465753424658,71.0
gender,random_forest,0.5,34,76,F,0.46153846153846156,0.3380281690140845,0.3902439024390244,71.0
gender,random_forest,0.5,34,76,M,0.4777777777777778,0.6056338028169014,0.5341614906832298,71.0
gender,hist_gradient_boosting,0.5,34,76,F,0.5217391304347826,0.5070422535211268,0.5142857142857142,71.0
gender,hist_gradient_boosting,0.5,34,76,M,0.5205479452054794,0.5352112676056338,0.5277777777777778,71.0
gender,xgboost,0.5,34,76,F,0.5409836065573771,0.4647887323943662,0.5,71.0
gender,xgboost,0.5,34,76,M,0.5308641975308642,0.6056338028169014,0.5657894736842105,71.0
gender,mlp,0.5,34,76,F,0.509090909090909,0.39436619718309857,0.4444444444444444,71.0
gender,mlp,0.5,34,76,M,0.5057471264367817,0.6197183098591549,0.5569620253164557,71.0
gender,logistic_regression,0.5,55,76,F,0.5357142857142857,0.6338028169014085,0.5806451612903226,71.0
gender,logistic_regression,0.5,55,76,M,0.5517241379310345,0.4507042253521127,0.49612403100775193,71.0
gender,random_forest,0.5,55,76,F,0.49333333333333335,0.5211267605633803,0.5068493150684932,71.0
gender,random_forest,0.5,55,76,M,0.4925373134328358,0.4647887323943662,0.4782608695652174,71.0
gender,hist_gradient_boosting,0.5,55,76,F,0.4117647058823529,0.39436619718309857,0.4028776978417266,71.0
gender,hist_gradient_boosting,0.5,55,76,M,0.4189189189189189,0.43661971830985913,0.42758620689655175,71.0
gender,xgboost,0.5,55,76,F,0.5416666666666666,0.5492957746478874,0.5454545454545454,71.0
gender,xgboost,0.5,55,76,M,0.5428571428571428,0.5352112676056338,0.5390070921985816,71.0
gender,mlp,0.5,55,76,F,0.5306122448979592,0.7323943661971831,0.6153846153846154,71.0
gender,mlp,0.5,55,76,M,0.5681818181818182,0.352112676056338,0.43478260869565216,71.0
gender,logistic_regression,0.5,89,76,F,0.5277777777777778,0.5352112676056338,0.5314685314685315,71.0
gender,logistic_regression,0.5,89,76,M,0.5285714285714286,0.5211267605633803,0.524822695035461,71.0
gender,random_forest,0.5,89,76,F,0.5066666666666667,0.5352112676056338,0.5205479452054794,71.0
gender,random_forest,0.5,89,76,M,0.5074626865671642,0.4788732394366197,0.4927536231884058,71.0
gender,hist_gradient_boosting,0.5,89,76,F,0.5,0.5211267605633803,0.5103448275862069,71.0
gender,hist_gradient_boosting,0.5,89,76,M,0.5,0.4788732394366197,0.4892086330935252,71.0
gender,xgboost,0.5,89,76,F,0.4461538461538462,0.4084507042253521,0.4264705882352941,71.0
gender,xgboost,0.5,89,76,M,0.45454545454545453,0.49295774647887325,0.47297297297297297,71.0
gender,mlp,0.5,89,76,F,0.5588235294117647,0.8028169014084507,0.6589595375722543,71.0
gender,mlp,0.5,89,76,M,0.65,0.36619718309859156,0.46846846846846846,71.0
gender,logistic_regression,0.75,13,114,F,0.5365853658536586,0.6197183098591549,0.5751633986928104,71.0
gender,logistic_regression,0.75,13,114,M,0.55,0.4647887323943662,0.5038167938931297,71.0
gender,random_forest,0.75,13,114,F,0.49333333333333335,0.5211267605633803,0.5068493150684932,71.0
gender,random_forest,0.75,13,114,M,0.4925373134328358,0.4647887323943662,0.4782608695652174,71.0
gender,hist_gradient_boosting,0.75,13,114,F,0.5517241379310345,0.676056338028169,0.6075949367088608,71.0
gender,hist_gradient_boosting,0.75,13,114,M,0.5818181818181818,0.4507042253521127,0.5079365079365079,71.0
gender,xgboost,0.75,13,114,F,0.5492957746478874,0.5492957746478874,0.5492957746478874,71.0
gender,xgboost,0.75,13,114,M,0.5492957746478874,0.5492957746478874,0.5492957746478874,71.0
gender,mlp,0.75,13,114,F,0.47058823529411764,0.676056338028169,0.5549132947976878,71.0
gender,mlp,0.75,13,114,M,0.425,0.23943661971830985,0.3063063063063063,71.0
gender,logistic_regression,0.75,21,114,F,0.5263157894736842,0.4225352112676056,0.46875,71.0
gender,logistic_regression,0.75,21,114,M,0.5176470588235295,0.6197183098591549,0.5641025641025641,71.0
gender,random_forest,0.75,21,114,F,0.4915254237288136,0.4084507042253521,0.4461538461538462,71.0
gender,random_forest,0.75,21,114,M,0.4939759036144578,0.5774647887323944,0.5324675324675324,71.0
gender,hist_gradient_boosting,0.75,21,114,F,0.5362318840579711,0.5211267605633803,0.5285714285714286,71.0
gender,hist_gradient_boosting,0.75,21,114,M,0.5342465753424658,0.5492957746478874,0.5416666666666666,71.0
gender,xgboost,0.75,21,114,F,0.44642857142857145,0.352112676056338,0.3937007874015748,71.0
gender,xgboost,0.75,21,114,M,0.46511627906976744,0.5633802816901409,0.5095541401273885,71.0
gender,mlp,0.75,21,114,F,0.4778761061946903,0.7605633802816901,0.5869565217391305,71.0
gender,mlp,0.75,21,114,M,0.41379310344827586,0.16901408450704225,0.24,71.0
gender,logistic_regression,0.75,34,114,F,0.5263157894736842,0.5633802816901409,0.54421768707483,71.0
gender,logistic_regression,0.75,34,114,M,0.5303030303030303,0.49295774647887325,0.5109489051094891,71.0
gender,random_forest,0.75,34,114,F,0.5,0.49295774647887325,0.49645390070921985,71.0
gender,random_forest,0.75,34,114,M,0.5,0.5070422535211268,0.5034965034965035,71.0
gender,hist_gradient_boosting,0.75,34,114,F,0.46153846153846156,0.5070422535211268,0.48322147651006714,71.0
gender,hist_gradient_boosting,0.75,34,114,M,0.453125,0.4084507042253521,0.42962962962962964,71.0
gender,xgboost,0.75,34,114,F,0.47368421052631576,0.38028169014084506,0.421875,71.0
gender,xgboost,0.75,34,114,M,0.4823529411764706,0.5774647887323944,0.5256410256410257,71.0
gender,mlp,0.75,34,114,F,0.5666666666666667,0.4788732394366197,0.5190839694656488,71.0
gender,mlp,0.75,34,114,M,0.5487804878048781,0.6338028169014085,0.5882352941176471,71.0
gender,logistic_regression,0.75,55,114,F,0.49295774647887325,0.49295774647887325,0.49295774647887325,71.0
gender,logistic_regression,0.75,55,114,M,0.49295774647887325,0.49295774647887325,0.49295774647887325,71.0
gender,random_forest,0.75,55,114,F,0.5263157894736842,0.5633802816901409,0.54421768707483,71.0
gender,random_forest,0.75,55,114,M,0.5303030303030303,0.49295774647887325,0.5109489051094891,71.0
gender,hist_gradient_boosting,0.75,55,114,F,0.5573770491803278,0.4788732394366197,0.5151515151515151,71.0
gender,hist_gradient_boosting,0.75,55,114,M,0.5432098765432098,0.6197183098591549,0.5789473684210527,71.0
gender,xgboost,0.75,55,114,F,0.47692307692307695,0.43661971830985913,0.45588235294117646,71.0
gender,xgboost,0.75,55,114,M,0.4805194805194805,0.5211267605633803,0.5,71.0
gender,mlp,0.75,55,114,F,0.5212765957446809,0.6901408450704225,0.593939393939394,71.0
gender,mlp,0.75,55,114,M,0.5416666666666666,0.36619718309859156,0.4369747899159664,71.0
gender,logistic_regression,0.75,89,114,F,0.4507042253521127,0.4507042253521127,0.4507042253521127,71.0
gender,logistic_regression,0.75,89,114,M,0.4507042253521127,0.4507042253521127,0.4507042253521127,71.0
gender,random_forest,0.75,89,114,F,0.4805194805194805,0.5211267605633803,0.5,71.0
gender,random_forest,0.75,89,114,M,0.47692307692307695,0.43661971830985913,0.45588235294117646,71.0
gender,hist_gradient_boosting,0.75,89,114,F,0.5394736842105263,0.5774647887323944,0.5578231292517006,71.0
gender,hist_gradient_boosting,0.75,89,114,M,0.5454545454545454,0.5070422535211268,0.5255474452554745,71.0
gender,xgboost,0.75,89,114,F,0.5901639344262295,0.5070422535211268,0.5454545454545454,71.0
gender,xgboost,0.75,89,114,M,0.5679012345679012,0.647887323943662,0.6052631578947368,71.0
gender,mlp,0.75,89,114,F,0.5523809523809524,0.8169014084507042,0.6590909090909091,71.0
gender,mlp,0.75,89,114,M,0.6486486486486487,0.3380281690140845,0.4444444444444444,71.0
gender,logistic_regression,1.0,13,152,F,0.4605263157894737,0.49295774647887325,0.47619047619047616,71.0
