task,classifier,train_fraction,seed,n_train,class_label,precision,recall,f1,support
gender,logistic_regression,0.1,13,1400,female,0.5262267343485617,0.5371329879101899,0.5316239316239316,1737.0
gender,logistic_regression,0.1,13,1400,male,0.5341830822711472,0.5232690124858116,0.5286697247706422,1762.0
gender,random_forest,0.1,13,1400,female,0.5204207920792079,0.48416810592976395,0.5016403220996123,1737.0
gender,random_forest,0.1,13,1400,male,0.5241635687732342,0.5601589103291714,0.5415637860082304,1762.0
gender,hist_gradient_boosting,0.1,13,1400,female,0.4994110718492344,0.4881980426021877,0.49374090247452695,1737.0
gender,hist_gradient_boosting,0.1,13,1400,male,0.5063853414769572,0.5175936435868331,0.5119281504350267,1762.0
gender,xgboost,0.1,13,1400,female,0.5198577356253705,0.5048934945308002,0.5122663551401869,1737.0
gender,xgboost,0.1,13,1400,male,0.5253863134657837,0.5402951191827469,0.5327364297705652,1762.0
gender,mlp,0.1,13,1400,female,0.48536209553158705,0.5440414507772021,0.5130293159609121,1737.0
gender,mlp,0.1,13,1400,male,0.4896907216494845,0.43132803632236094,0.4586602293301147,1762.0
gender,logistic_regression,0.1,21,1400,female,0.5213325540619521,0.5135290731145653,0.5174013921113689,1737.0
gender,logistic_regression,0.1,21,1400,male,0.5274049217002237,0.5351872871736663,0.5312676056338028,1762.0
gender,random_forest,0.1,21,1400,female,0.5143391521197007,0.4749568221070812,0.49386411254115536,1737.0
gender,random_forest,0.1,21,1400,male,0.5187335092348285,0.55788876276958,0.537599124965819,1762.0
gender,hist_gradient_boosting,0.1,21,1400,female,0.5034642032332564,0.5020149683362118,0.502738541366388,1737.0
gender,hist_gradient_boosting,0.1,21,1400,male,0.5104697226938314,0.5119182746878547,0.5111929725134599,1762.0
gender,xgboost,0.1,21,1400,female,0.5047725996631106,0.5175590097869891,0.511085844229676,1737.0
gender,xgboost,0.1,21,1400,male,0.5122235157159488,0.49943246311010214,0.5057471264367817,1762.0
gender,mlp,0.1,21,1400,female,0.5178663904712584,0.5757052389176741,0.5452562704471101,1737.0
gender,mlp,0.1,21,1400,male,0.5299744897959183,0.4716231555051078,0.4990990990990991,1762.0
gender,logistic_regression,0.1,34,1400,female,0.5354509359047079,0.5434657455382844,0.5394285714285715,1737.0
gender,logistic_regression,0.1,34,1400,male,0.5432027649769585,0.5351872871736663,0.5391652372784448,1762.0
gender,random_forest,0.1,34,1400,female,0.5209471766848816,0.4939550949913644,0.5070921985815603,1737.0
gender,random_forest,0.1,34,1400,male,0.525377969762419,0.5522133938706016,0.5384615384615384,1762.0
gender,hist_gradient_boosting,0.1,34,1400,female,0.49552772808586765,0.4784110535405872,0.4868189806678383,1737.0
gender,hist_gradient_boosting,0.1,34,1400,male,0.5027442371020856,0.5198637911464246,0.5111607142857143,1762.0
gender,xgboost,0.1,34,1400,female,0.5102279368790181,0.5025906735751295,0.5063805104408353,1737.0
gender,xgboost,0.1,34,1400,male,0.5167785234899329,0.5244040862656073,0.5205633802816901,1762.0
gender,mlp,0.1,34,1400,female,0.5070611970410221,0.4340817501439263,0.46774193548387094,1737.0
gender,mlp,0.1,34,1400,male,0.5114314115308151,0.5839954597048809,0.5453100158982512,1762.0
gender,logistic_regression,0.1,55,1400,female,0.5140802875973637,0.4939550949913644,0.5038167938931297,1737.0
gender,logistic_regression,0.1,55,1400,male,0.519672131147541,0.539727582292849,0.529510022271715,1762.0
gender,random_forest,0.1,55,1400,female,0.517263025737602,0.4743811168681635,0.4948948948948949,1737.0
gender,random_forest,0.1,55,1400,male,0.5209863588667366,0.5635641316685585,0.5414394765539804,1762.0
gender,hist_gradient_boosting,0.1,55,1400,female,0.5029868578255675,0.48474381116868165,0.49369686309000294,1737.0
gender,hist_gradient_boosting,0.1,55,1400,male,0.5095890410958904,0.5278093076049943,0.5185391692221912,1762.0
gender,xgboost,0.1,55,1400,female,0.5073920756948551,0.4939550949913644,0.5005834305717619,1737.0
gender,xgboost,0.1,55,1400,male,0.5138274336283186,0.5272417707150965,0.5204481792717087,1762.0
gender,mlp,0.1,55,1400,female,0.5051954477981198,0.5877950489349453,0.5433741351782864,1737.0
gender,mlp,0.1,55,1400,male,0.5155615696887687,0.43246311010215666,0.4703703703703704,1762.0
gender,logistic_regression,0.1,89,1400,female,0.5253600500939261,0.4830166954519286,0.5032993401319736,1737.0
gender,logistic_regression,0.1,89,1400,male,0.5278654048370137,0.5698070374574348,0.5480349344978166,1762.0
gender,random_forest,0.1,89,1400,female,0.5067567567567568,0.4749568221070812,0.4903417533432392,1737.0
gender,random_forest,0.1,89,1400,male,0.5125601282736505,0.5442678774120318,0.5279383429672447,1762.0
gender,hist_gradient_boosting,0.1,89,1400,female,0.5165036674816625,0.48647092688543464,0.5010376519418915,1737.0
gender,hist_gradient_boosting,0.1,89,1400,male,0.5212023617820719,0.5510783200908059,0.5357241379310345,1762.0
gender,xgboost,0.1,89,1400,female,0.501516070345664,0.4761082325849165,0.4884819846426462,1737.0
gender,xgboost,0.1,89,1400,male,0.5081081081081081,0.5334846765039728,0.5204872646733112,1762.0
gender,mlp,0.1,89,1400,female,0.5152647975077882,0.4761082325849165,0.49491322561340517,1737.0
gender,mlp,0.1,89,1400,male,0.5195353748680043,0.5584562996594779,0.5382932166301969,1762.0
gender,logistic_regression,0.25,13,3499,female,0.5175631174533479,0.5428900402993667,0.5299241359932565,1737.0
gender,logistic_regression,0.25,13,3499,male,0.5265354800238521,0.5011350737797957,0.5135213724920035,1762.0
gender,random_forest,0.25,13,3499,female,0.5139732685297691,0.48704663212435234,0.5001477978125923,1737.0
gender,random_forest,0.25,13,3499,male,0.519158121964382,0.5459704880817253,0.5322268326417704,1762.0
gender,hist_gradient_boosting,0.25,13,3499,female,0.5171990171990172,0.48474381116868165,0.500445765230312,1737.0
