task,classifier,train_fraction,seed,n_train,metric,value
gender,logistic_regression,0.1,13,1400,accuracy,0.5301514718490997
gender,logistic_regression,0.1,13,1400,balanced_accuracy,0.5302010001980008
gender,logistic_regression,0.1,13,1400,precision_macro,0.5302049083098545
gender,logistic_regression,0.1,13,1400,recall_macro,0.5302010001980008
gender,logistic_regression,0.1,13,1400,f1_macro,0.530146828197287
gender,logistic_regression,0.1,13,1400,precision_micro,0.5301514718490997
gender,logistic_regression,0.1,13,1400,recall_micro,0.5301514718490997
gender,logistic_regression,0.1,13,1400,f1_micro,0.5301514718490997
gender,logistic_regression,0.1,13,1400,precision_weighted,0.5302333319591921
gender,logistic_regression,0.1,13,1400,recall_weighted,0.5301514718490997
gender,logistic_regression,0.1,13,1400,f1_weighted,0.5301362744431668
gender,random_forest,0.1,13,1400,accuracy,0.5224349814232638
gender,random_forest,0.1,13,1400,balanced_accuracy,0.5221635081294677
gender,random_forest,0.1,13,1400,precision_macro,0.522292180426221
gender,random_forest,0.1,13,1400,recall_macro,0.5221635081294677
gender,random_forest,0.1,13,1400,f1_macro,0.5216020540539213
gender,random_forest,0.1,13,1400,precision_micro,0.5224349814232638
gender,random_forest,0.1,13,1400,recall_micro,0.5224349814232638
gender,random_forest,0.1,13,1400,f1_micro,0.5224349814232638
gender,random_forest,0.1,13,1400,precision_weighted,0.5223055513060939
gender,random_forest,0.1,13,1400,recall_weighted,0.5224349814232638
gender,random_forest,0.1,13,1400,f1_weighted,0.5217446786034663
gender,hist_gradient_boosting,0.1,13,1400,accuracy,0.5030008573878251
gender,hist_gradient_boosting,0.1,13,1400,balanced_accuracy,0.5028958430945104
gender,hist_gradient_boosting,0.1,13,1400,precision_macro,0.5028982066630958
gender,hist_gradient_boosting,0.1,13,1400,recall_macro,0.5028958430945104
gender,hist_gradient_boosting,0.1,13,1400,f1_macro,0.5028345264547769
gender,hist_gradient_boosting,0.1,13,1400,precision_micro,0.5030008573878251
gender,hist_gradient_boosting,0.1,13,1400,recall_micro,0.5030008573878251
gender,hist_gradient_boosting,0.1,13,1400,f1_micro,0.5030008573878251
gender,hist_gradient_boosting,0.1,13,1400,precision_weighted,0.5029231218875447
gender,hist_gradient_boosting,0.1,13,1400,recall_weighted,0.5030008573878251
gender,hist_gradient_boosting,0.1,13,1400,f1_weighted,0.5028994994754988
gender,xgboost,0.1,13,1400,accuracy,0.5227207773649614
gender,xgboost,0.1,13,1400,balanced_accuracy,0.5225943068567735
gender,xgboost,0.1,13,1400,precision_macro,0.522622024545577
gender,xgboost,0.1,13,1400,recall_macro,0.5225943068567735
gender,xgboost,0.1,13,1400,f1_macro,0.5225013924553761
gender,xgboost,0.1,13,1400,precision_micro,0.5227207773649614
gender,xgboost,0.1,13,1400,recall_micro,0.5227207773649614
gender,xgboost,0.1,13,1400,f1_micro,0.5227207773649614
gender,xgboost,0.1,13,1400,precision_weighted,0.522641775109454
gender,xgboost,0.1,13,1400,recall_weighted,0.5227207773649614
gender,xgboost,0.1,13,1400,f1_weighted,0.5225745207585712
gender,mlp,0.1,13,1400,accuracy,0.48728208059445555
gender,mlp,0.1,13,1400,balanced_accuracy,0.48768474354978153
gender,mlp,0.1,13,1400,precision_macro,0.48752640859053575
gender,mlp,0.1,13,1400,recall_macro,0.48768474354978153
gender,mlp,0.1,13,1400,f1_macro,0.4858447726455134
gender,mlp,0.1,13,1400,precision_micro,0.48728208059445555
gender,mlp,0.1,13,1400,recall_micro,0.48728208059445555
gender,mlp,0.1,13,1400,f1_micro,0.48728208059445555
gender,mlp,0.1,13,1400,precision_weighted,0.48754187238775604
gender,mlp,0.1,13,1400,recall_weighted,0.48728208059445555
gender,mlp,0.1,13,1400,f1_weighted,0.4856505418416022
gender,logistic_regression,0.1,21,1400,accuracy,0.5244355530151472
gender,logistic_regression,0.1,21,1400,balanced_accuracy,0.5243581801441157
gender,logistic_regression,0.1,21,1400,precision_macro,0.524368737881088
gender,logistic_regression,0.1,21,1400,recall_macro,0.5243581801441157
gender,logistic_regression,0.1,21,1400,f1_macro,0.5243344988725859
gender,logistic_regression,0.1,21,1400,precision_micro,0.5244355530151472
gender,logistic_regression,0.1,21,1400,recall_micro,0.5244355530151472
gender,logistic_regression,0.1,21,1400,f1_micro,0.5244355530151472
gender,logistic_regression,0.1,21,1400,precision_weighted,0.5243904311064319
gender,logistic_regression,0.1,21,1400,recall_weighted,0.5244355530151472
gender,logistic_regression,0.1,21,1400,f1_weighted,0.5243840352169787
gender,random_forest,0.1,21,1400,accuracy,0.5167190625893112
gender,random_forest,0.1,21,1400,balanced_accuracy,0.5164227924383306
gender,random_forest,0.1,21,1400,precision_macro,0.5165363306772646
gender,random_forest,0.1,21,1400,recall_macro,0.5164227924383306
gender,random_forest,0.1,21,1400,f1_macro,0.5157316187534872
gender,random_forest,0.1,21,1400,precision_micro,0.5167190625893112
gender,random_forest,0.1,21,1400,recall_micro,0.5167190625893112
gender,random_forest,0.1,21,1400,f1_micro,0.5167190625893112
gender,random_forest,0.1,21,1400,precision_weighted,0.516552029295138
gender,random_forest,0.1,21,1400,recall_weighted,0.5167190625893112
gender,random_forest,0.1,21,1400,f1_weighted,0.5158878598667505
gender,hist_gradient_boosting,0.1,21,1400,accuracy,0.5070020005715918
gender,hist_gradient_boosting,0.1,21,1400,balanced_accuracy,0.5069666215120332
gender,hist_gradient_boosting,0.1,21,1400,precision_macro,0.5069669629635438
gender,hist_gradient_boosting,0.1,21,1400,recall_macro,0.5069666215120332
gender,hist_gradient_boosting,0.1,21,1400,f1_macro,0.506965756939924
gender,hist_gradient_boosting,0.1,21,1400,precision_micro,0.5070020005715918
gender,hist_gradient_boosting,0.1,21,1400,recall_micro,0.5070020005715918
gender,hist_gradient_boosting,0.1,21,1400,f1_micro,0.5070020005715918
gender,hist_gradient_boosting,0.1,21,1400,precision_weighted,0.5069919898264353
gender,hist_gradient_boosting,0.1,21,1400,recall_weighted,0.5070020005715918
gender,hist_gradient_boosting,0.1,21,1400,f1_weighted,0.5069959599663139
gender,xgboost,0.1,21,1400,accuracy,0.50843098028008
gender,xgboost,0.1,21,1400,balanced_accuracy,0.5084957364485456
gender,xgboost,0.1,21,1400,precision_macro,0.5084980576895297
gender,xgboost,0.1,21,1400,recall_macro,0.5084957364485456
gender,xgboost,0.1,21,1400,f1_macro,0.5084164853332288
gender,xgboost,0.1,21,1400,precision_micro,0.50843098028008
gender,xgboost,0.1,21,1400,recall_micro,0.50843098028008
gender,xgboost,0.1,21,1400,f1_micro,0.50843098028008
gender,xgboost,0.1,21,1400,precision_weighted,0.5085246757091526
gender,xgboost,0.1,21,1400,recall_weighted,0.50843098028008
gender,xgboost,0.1,21,1400,f1_weighted,0.5083974130347403
gender,mlp,0.1,21,1400,accuracy,0.5232923692483566
gender,mlp,0.1,21,1400,balanced_accuracy,0.5236641972113909
gender,mlp,0.1,21,1400,precision_macro,0.5239204401335884
gender,mlp,0.1,21,1400,recall_macro,0.5236641972113909
gender,mlp,0.1,21,1400,f1_macro,0.5221776847731046
gender,mlp,0.1,21,1400,precision_micro,0.5232923692483566
gender,mlp,0.1,21,1400,recall_micro,0.5232923692483566
gender,mlp,0.1,21,1400,f1_micro,0.5232923692483566
gender,mlp,0.1,21,1400,precision_weighted,0.5239636957041965
gender,mlp,0.1,21,1400,recall_weighted,0.5232923692483566
gender,mlp,0.1,21,1400,f1_weighted,0.5220127906199609
gender,logistic_regression,0.1,34,1400,accuracy,0.5392969419834238
gender,logistic_regression,0.1,34,1400,balanced_accuracy,0.5393265163559753
gender,logistic_regression,0.1,34,1400,precision_macro,0.5393268504408333
gender,logistic_regression,0.1,34,1400,recall_macro,0.5393265163559753
gender,logistic_regression,0.1,34,1400,f1_macro,0.5392969043535081
gender,logistic_regression,0.1,34,1400,precision_micro,0.5392969419834238
gender,logistic_regression,0.1,34,1400,recall_micro,0.5392969419834238
gender,logistic_regression,0.1,34,1400,f1_micro,0.5392969419834238
gender,logistic_regression,0.1,34,1400,precision_weighted,0.5393545434569531
gender,logistic_regression,0.1,34,1400,recall_weighted,0.5392969419834238
gender,logistic_regression,0.1,34,1400,f1_weighted,0.5392959636056154
gender,random_forest,0.1,34,1400,accuracy,0.5232923692483566
gender,random_forest,0.1,34,1400,balanced_accuracy,0.523084244430983
gender,random_forest,0.1,34,1400,precision_macro,0.5231625732236502
gender,random_forest,0.1,34,1400,recall_macro,0.523084244430983
gender,random_forest,0.1,34,1400,f1_macro,0.5227768685215494
gender,random_forest,0.1,34,1400,precision_micro,0.5232923692483566
gender,random_forest,0.1,34,1400,recall_micro,0.5232923692483566
gender,random_forest,0.1,34,1400,f1_micro,0.5232923692483566
gender,random_forest,0.1,34,1400,precision_weighted,0.523178402007151
gender,random_forest,0.1,34,1400,recall_weighted,0.5232923692483566
gender,random_forest,0.1,34,1400,f1_weighted,0.5228889338969422
gender,hist_gradient_boosting,0.1,34,1400,accuracy,0.49928551014575595
gender,hist_gradient_boosting,0.1,34,1400,balanced_accuracy,0.4991374223435059
gender,hist_gradient_boosting,0.1,34,1400,precision_macro,0.4991359825939766
gender,hist_gradient_boosting,0.1,34,1400,recall_macro,0.4991374223435059
gender,hist_gradient_boosting,0.1,34,1400,f1_macro,0.4989898474767763
gender,hist_gradient_boosting,0.1,34,1400,precision_micro,0.49928551014575595
gender,hist_gradient_boosting,0.1,34,1400,recall_micro,0.49928551014575595
gender,hist_gradient_boosting,0.1,34,1400,f1_micro,0.49928551014575595
gender,hist_gradient_boosting,0.1,34,1400,precision_weighted,0.49916176320635236
gender,hist_gradient_boosting,0.1,34,1400,recall_weighted,0.49928551014575595
gender,hist_gradient_boosting,0.1,34,1400,f1_weighted,0.4990768070852997
gender,xgboost,0.1,34,1400,accuracy,0.5135753072306374
gender,xgboost,0.1,34,1400,balanced_accuracy,0.5134973799203684
gender,xgboost,0.1,34,1400,precision_macro,0.5135032301844755
gender,xgboost,0.1,34,1400,recall_macro,0.5134973799203684
gender,xgboost,0.1,34,1400,f1_macro,0.5134719453612627
gender,xgboost,0.1,34,1400,precision_micro,0.5135753072306374
gender,xgboost,0.1,34,1400,recall_micro,0.5135753072306374
gender,xgboost,0.1,34,1400,f1_micro,0.5135753072306374
gender,xgboost,0.1,34,1400,precision_weighted,0.5135266318228398
gender,xgboost,0.1,34,1400,recall_weighted,0.5135753072306374
gender,xgboost,0.1,34,1400,f1_weighted,0.5135226129442896
gender,mlp,0.1,34,1400,accuracy,0.5095741640468705
gender,mlp,0.1,34,1400,balanced_accuracy,0.5090386049244036
gender,mlp,0.1,34,1400,precision_macro,0.5092463042859185
gender,mlp,0.1,34,1400,recall_macro,0.5090386049244036
gender,mlp,0.1,34,1400,f1_macro,0.5065259756910611
gender,mlp,0.1,34,1400,precision_micro,0.5095741640468705
gender,mlp,0.1,34,1400,recall_micro,0.5095741640468705
gender,mlp,0.1,34,1400,f1_micro,0.5095741640468705
gender,mlp,0.1,34,1400,precision_weighted,0.5092619166554877
gender,mlp,0.1,34,1400,recall_weighted,0.5095741640468705
gender,mlp,0.1,34,1400,f1_weighted,0.5068030837234073
gender,logistic_regression,0.1,55,1400,accuracy,0.5170048585310089
gender,logistic_regression,0.1,55,1400,balanced_accuracy,0.5168413386421067
gender,logistic_regression,0.1,55,1400,precision_macro,0.5168762093724524
gender,logistic_regression,0.1,55,1400,recall_macro,0.5168413386421067
gender,logistic_regression,0.1,55,1400,f1_macro,0.5166634080824224
gender,logistic_regression,0.1,55,1400,precision_micro,0.5170048585310089
gender,logistic_regression,0.1,55,1400,recall_micro,0.5170048585310089
gender,logistic_regression,0.1,55,1400,f1_micro,0.5170048585310089
gender,logistic_regression,0.1,55,1400,precision_weighted,0.516896185949868
gender,logistic_regression,0.1,55,1400,recall_weighted,0.5170048585310089
gender,logistic_regression,0.1,55,1400,f1_weighted,0.5167551958374187
gender,random_forest,0.1,55,1400,accuracy,0.5192912260645899
gender,random_forest,0.1,55,1400,balanced_accuracy,0.518972624268361
gender,random_forest,0.1,55,1400,precision_macro,0.5191246923021693
gender,random_forest,0.1,55,1400,recall_macro,0.518972624268361
gender,random_forest,0.1,55,1400,f1_macro,0.5181671857244377
gender,random_forest,0.1,55,1400,precision_micro,0.5192912260645899
gender,random_forest,0.1,55,1400,recall_micro,0.5192912260645899
gender,random_forest,0.1,55,1400,f1_micro,0.5192912260645899
gender,random_forest,0.1,55,1400,precision_weighted,0.519137993720893
gender,random_forest,0.1,55,1400,recall_weighted,0.5192912260645899
gender,random_forest,0.1,55,1400,f1_weighted,0.5183334638812649
gender,hist_gradient_boosting,0.1,55,1400,accuracy,0.5064304086881967
gender,hist_gradient_boosting,0.1,55,1400,balanced_accuracy,0.506276559386838
gender,hist_gradient_boosting,0.1,55,1400,precision_macro,0.506287949460729
gender,hist_gradient_boosting,0.1,55,1400,recall_macro,0.506276559386838
gender,hist_gradient_boosting,0.1,55,1400,f1_macro,0.5061180161560971
gender,hist_gradient_boosting,0.1,55,1400,precision_micro,0.5064304086881967
gender,hist_gradient_boosting,0.1,55,1400,recall_micro,0.5064304086881967
gender,hist_gradient_boosting,0.1,55,1400,f1_micro,0.5064304086881967
gender,hist_gradient_boosting,0.1,55,1400,precision_weighted,0.5063115354255415
gender,hist_gradient_boosting,0.1,55,1400,recall_weighted,0.5064304086881967
gender,hist_gradient_boosting,0.1,55,1400,f1_weighted,0.5062067640345345
gender,xgboost,0.1,55,1400,accuracy,0.5107173478136611
gender,xgboost,0.1,55,1400,balanced_accuracy,0.5105984328532305
gender,xgboost,0.1,55,1400,precision_macro,0.5106097546615869
gender,xgboost,0.1,55,1400,recall_macro,0.5105984328532305
gender,xgboost,0.1,55,1400,f1_macro,0.5105158049217353
